year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
230,2,15,P,0.1193,0.1193,1.1329,5381
230,8,11,P,0.0882,0.0882,1.1406,5382
231,2,4,T-,1.4892,1.4892,2.4606,5383
231,7,31,T+,1.4178,1.4178,2.4944,5384
232,1,25,T,1.0055,1.0055,1.9745,5385
232,7,19,P,0.8567,0.8567,1.9084,5386
233,1,13,N,0.6777,-0.3323,0.6777,5387
233,6,9,N,0.3894,-0.5785,0.3894,5388
233,7,9,N,0.5544,-0.442,0.5544,5389
233,12,4,Nx,1.0546,-0.041,1.0546,5390
234,5,30,P,0.8406,0.8406,1.7809,5391
234,11,23,T,1.1812,1.1812,2.2844,5392
235,5,20,T-,1.57,1.57,2.5259,5393
235,11,12,T,1.1813,1.1813,2.2419,5394
236,5,8,P,0.0847,0.0847,1.0907,5395
236,10,31,N,0.99,-0.0118,0.99,5396
237,3,29,N,0.9385,-0.1397,0.9385,5397
237,9,22,P,0.076,0.076,1.0381,5398
238,3,18,T,1.2232,1.2232,2.2919,5399
238,9,11,T,1.3113,1.3113,2.3054,5400
239,3,7,T,1.0764,1.0764,2.0973,5401
239,9,1,T,1.0088,1.0088,2.0557,5402
240,1,26,N,0.0582,-0.9092,0.0582,5403
240,2,25,N,0.8117,-0.1618,0.8117,5404
240,8,20,N,0.6784,-0.4021,0.6784,5405
241,1,15,P,0.2724,0.2724,1.2507,5406
241,7,10,P,0.1922,0.1922,1.2284,5407
242,1,4,T+,1.4769,1.4769,2.5051,5408
242,6,30,T-,1.6948,1.6948,2.6748,5409
242,12,25,P,0.8707,0.8707,1.9558,5410
243,6,19,P,0.6934,0.6934,1.6366,5411
243,12,13,N,0.7049,-0.4016,0.7049,5412
244,5,10,N,0.7411,-0.2273,0.7411,5413
244,6,8,N,0.2989,-0.6495,0.2989,5414
244,11,2,N,0.8709,-0.1714,0.8709,5415
245,4,29,T,1.077,1.077,2.1003,5416
245,10,22,T,1.2091,1.2091,2.196,5417
246,4,18,T,1.1824,1.1824,2.2511,5418
246,10,12,T,1.2785,1.2785,2.2434,5419
247,4,7,N,0.8921,-0.178,0.8921,5420
247,10,2,N,0.9631,-0.0253,0.9631,5421
248,2,26,P,0.0684,0.0684,1.0757,5422
248,8,21,Nx,1.0334,-0.025,1.0334,5423
249,2,14,T-,1.4464,1.4464,2.4136,5424
249,8,10,T,1.2902,1.2902,2.3699,5425
250,2,4,T,1.039,1.039,2.0065,5426
250,7,31,P,0.99,0.99,2.0414,5427
251,1,25,N,0.6936,-0.3171,0.6936,5428
251,6,21,N,0.2612,-0.7044,0.2612,5429
251,7,20,N,0.6883,-0.3065,0.6883,5430
251,12,15,Nx,1.0446,-0.0525,1.0446,5431
252,6,9,P,0.705,0.705,1.6448,5432
252,12,3,T,1.1719,1.1719,2.2744,5433
253,5,30,T-,1.7068,1.7068,2.6646,5434
253,11,22,T,1.1927,1.1927,2.2513,5435
254,5,19,P,0.2169,0.2169,1.2253,5436
254,11,12,P,0.0064,0.0064,1.0072,5437
255,4,9,N,0.8126,-0.2634,0.8126,5438
255,10,3,P,0.026,0.026,0.9917,5439
256,3,28,T,1.1163,1.1163,2.1796,5440
256,9,22,T,1.2458,1.2458,2.2458,5441
257,3,17,T,1.1697,1.1697,2.1841,5442
257,9,11,T,1.0834,1.0834,2.1367,5443
258,2,5,Ne,0.022,-0.942,0.022,5444
258,3,7,N,0.8826,-0.086,0.8826,5445
258,8,31,N,0.7787,-0.306,0.7787,5446
259,1,26,P,0.2441,0.2441,1.2219,5447
259,7,21,P,0.0625,0.0625,1.0975,5448
260,1,16,T+,1.4582,1.4582,2.4875,5449
260,7,10,T-,1.5621,1.5621,2.5403,5450
261,1,4,P,0.8831,0.8831,1.9688,5451
261,6,29,P,0.8285,0.8285,1.7717,5452
261,12,24,N,0.7161,-0.3891,0.7161,5453
262,5,21,N,0.6037,-0.3666,0.6037,5454
262,6,19,N,0.427,-0.5236,0.427,5455
262,11,13,N,0.8656,-0.1751,0.8656,5456
263,5,10,P,0.9346,0.9346,1.9598,5457
263,11,3,T,1.1947,1.1947,2.1814,5458
264,4,28,T+,1.3254,1.3254,2.3933,5459
264,10,22,T,1.3027,1.3027,2.2702,5460
265,4,18,Nx,1.0221,-0.0437,1.0221,5461
265,10,12,P,0.0033,0.0033,0.9968,5462
266,3,8,P,0.0063,0.0063,1.0073,5463
266,9,2,N,0.9402,-0.124,0.9402,5464
267,2,26,T-,1.3928,1.3928,2.3557,5465
267,8,22,T,1.1746,1.1746,2.2574,5466
268,2,15,T,1.0836,1.0836,2.0497,5467
268,8,10,T,1.1108,1.1108,2.1622,5468
269,2,4,N,0.7221,-0.2888,0.7221,5469
269,7,1,N,0.1383,-0.8256,0.1383,5470
269,7,30,N,0.8113,-0.1825,0.8113,5471
269,12,26,Nx,1.0303,-0.0673,1.0303,5472
270,6,21,P,0.5703,0.5703,1.5104,5473
270,12,15,T,1.1627,1.1627,2.2636,5474
271,6,10,T-,1.8453,1.8453,2.8055,5475
271,12,4,T,1.2,1.2,2.2561,5476
272,5,30,P,0.3574,0.3574,1.3688,5477
272,11,22,P,0.017,0.017,1.0162,5478
273,4,19,N,0.6747,-0.3993,0.6747,5479
273,10,13,N,0.9571,-0.0121,0.9571,5480
274,4,8,P,0.9993,0.9993,2.0572,5481
274,10,3,T,1.1933,1.1933,2.1993,5482
275,3,29,T,1.2724,1.2724,2.2804,5483
275,9,22,T,1.1478,1.1478,2.2073,5484
276,3,17,N,0.9629,-0.0008,0.9629,5485
276,9,10,N,0.8681,-0.2206,0.8681,5486
277,2,5,P,0.2052,0.2052,1.1823,5487
277,8,1,N,0.9783,-0.0559,0.9783,5488
278,1,26,T+,1.4294,1.4294,2.4594,5489
278,7,21,T-,1.4384,1.4384,2.4154,5490
279,1,15,P,0.9051,0.9051,1.991,5491
279,7,11,P,0.9573,0.9573,1.901,5492
280,1,4,N,0.7337,-0.3694,0.7337,5493
280,5,31,N,0.4618,-0.511,0.4618,5494
280,6,30,N,0.5544,-0.3991,0.5544,5495
280,11,24,N,0.865,-0.1735,0.865,5496
281,5,21,P,0.7843,0.7843,1.8119,5497
281,11,13,T,1.1868,1.1868,2.1729,5498
282,5,10,T+,1.4766,1.4766,2.5441,5499
282,11,3,T,1.3179,1.3179,2.2875,5500
283,4,29,P,0.1011,0.1011,1.1627,5501
283,10,23,P,0.0207,0.0207,1.0192,5502
284,3,19,N,0.9265,-0.0682,0.9265,5503
284,9,12,N,0.8605,-0.2098,0.8605,5504
285,3,8,T,1.3252,1.3252,2.2839,5505
285,9,1,T,1.0737,1.0737,2.1596,5506
286,2,26,T,1.1387,1.1387,2.1033,5507
286,8,21,T,1.2203,1.2203,2.2718,5508
287,2,15,N,0.7595,-0.2516,0.7595,5509
287,7,12,Ne,0.0208,-0.9419,0.0208,5510
287,8,10,N,0.9258,-0.0673,0.9258,5511
288,1,6,Nx,1.0113,-0.0861,1.0113,5512
288,7,1,P,0.4369,0.4369,1.3781,5513
288,12,25,T,1.1524,1.1524,2.251,5514
289,6,21,T+,1.7703,1.7703,2.7336,5515
289,12,14,T,1.2093,1.2093,2.2621,5516
290,6,10,P,0.4967,0.4967,1.5117,5517
290,12,3,P,0.0259,0.0259,1.023,5518
291,5,1,N,0.53,-0.5422,0.53,5519
291,5,30,Nb,0.0457,-1.0149,0.0457,5520
291,10,25,N,0.931,-0.0416,0.931,5521
292,4,19,P,0.8721,0.8721,1.9249,5522
292,10,13,T,1.152,1.152,2.1636,5523
293,4,8,T-,1.389,1.389,2.3909,5524
293,10,3,T,1.1977,1.1977,2.2632,5525
294,3,28,P,0.0972,0.0972,1.0563,5526
294,9,22,N,0.9441,-0.1485,0.9441,5527
295,2,17,P,0.1541,0.1541,1.1304,5528
295,8,12,N,0.8701,-0.1636,0.8701,5529
296,2,6,T+,1.3892,1.3892,2.4196,5530
296,7,31,T,1.3219,1.3219,2.2983,5531
297,1,26,P,0.9366,0.9366,2.0218,5532
297,7,21,T,1.0796,1.0796,2.0245,5533
298,1,14,N,0.758,-0.3423,0.758,5534
298,6,11,N,0.3202,-0.6557,0.3202,5535
298,7,11,N,0.6772,-0.2798,0.6772,5536
298,12,5,N,0.8675,-0.1683,0.8675,5537
299,6,1,P,0.6298,0.6298,1.6602,5538
299,11,24,T,1.1845,1.1845,2.1696,5539
300,5,20,T+,1.6341,1.6341,2.7015,5540
300,11,13,T,1.3262,1.3262,2.2978,5541
301,5,9,P,0.2524,0.2524,1.3102,5542
301,11,3,P,0.0301,0.0301,1.0331,5543
302,3,30,N,0.8363,-0.1524,0.8363,5544
302,9,23,N,0.7923,-0.2836,0.7923,5545
303,3,19,T,1.2468,1.2468,2.2016,5546
303,9,12,P,0.9864,0.9864,2.0753,5547
304,3,8,T,1.2086,1.2086,2.1717,5548
304,8,31,T,1.3155,1.3155,2.3673,5549
305,2,26,N,0.8122,-0.199,0.8122,5550
305,8,21,P,0.0342,0.0342,1.027,5551
306,1,16,N,0.9817,-0.1148,0.9817,5552
306,7,12,P,0.3099,0.3099,1.2526,5553
307,1,5,T,1.138,1.138,2.2335,5554
307,7,2,T+,1.6306,1.6306,2.5977,5555
307,12,25,T,1.2187,1.2187,2.2676,5556
308,6,20,P,0.6386,0.6386,1.6577,5557
308,12,14,P,0.0335,0.0335,1.0281,5558
309,5,11,N,0.377,-0.6936,0.377,5559
309,6,9,N,0.1991,-0.8632,0.1991,5560
309,11,4,N,0.9141,-0.0615,0.9141,5561
310,4,30,P,0.738,0.738,1.7859,5562
310,10,25,T,1.1199,1.1199,2.1369,5563
311,4,19,T-,1.5119,1.5119,2.508,5564
311,10,14,T,1.2376,1.2376,2.3088,5565
312,4,8,P,0.2054,0.2054,1.1602,5566
312,10,2,Nx,1.0077,-0.0885,1.0077,5567
313,2,27,P,0.0914,0.0914,1.0669,5568
313,8,22,N,0.7761,-0.2573,0.7761,5569
314,2,17,T,1.3362,1.3362,2.3669,5570
314,8,12,T,1.218,1.218,2.1942,5571
315,2,6,P,0.9807,0.9807,2.065,5572
315,8,1,T,1.1936,1.1936,2.1402,5573
316,1,26,N,0.7922,-0.3046,0.7922,5574
316,6,22,N,0.1788,-0.801,0.1788,5575
316,7,21,N,0.7949,-0.1662,0.7949,5576
316,12,15,N,0.8679,-0.1644,0.8679,5577
317,6,11,P,0.4727,0.4727,1.5065,5578
317,12,5,T,1.1839,1.1839,2.1674,5579
318,5,31,T+,1.7951,1.7951,2.8628,5580
318,11,24,T,1.3305,1.3305,2.3036,5581
319,5,20,P,0.41,0.41,1.4643,5582
319,11,14,P,0.0315,0.0315,1.0387,5583
320,4,9,N,0.7333,-0.2497,0.7333,5584
320,5,9,N,0.1345,-0.8706,0.1345,5585
320,10,4,N,0.7382,-0.3432,0.7382,5586
321,3,30,T,1.1557,1.1557,2.1068,5587
321,9,23,P,0.9137,0.9137,2.0054,5588
322,3,20,T,1.2891,1.2891,2.2511,5589
322,9,12,T-,1.3967,1.3967,2.4489,5590
323,3,9,N,0.875,-0.1363,0.875,5591
323,9,1,P,0.1255,0.1255,1.1182,5592
324,1,28,N,0.945,-0.1501,0.945,5593
324,7,22,P,0.189,0.189,1.134,5594
325,1,16,T,1.1159,1.1159,2.2076,5595
325,7,12,T+,1.4973,1.4973,2.4686,5596
326,1,5,T,1.2337,1.2337,2.278,5597
326,7,2,P,0.7766,0.7766,1.8002,5598
326,12,25,P,0.0449,0.0449,1.0365,5599
327,5,22,N,0.2223,-0.8471,0.2223,5600
327,6,21,N,0.3516,-0.7128,0.3516,5601
327,11,15,N,0.9024,-0.0759,0.9024,5602
328,5,10,P,0.5957,0.5957,1.6391,5603
328,11,4,T,1.0979,1.0979,2.1198,5604
329,4,30,T-,1.6442,1.6442,2.6349,5605
329,10,24,T,1.266,1.266,2.3423,5606
330,4,19,P,0.3228,0.3228,1.2739,5607
330,10,13,Nx,1.056,-0.0433,1.056,5608
331,3,10,P,0.0154,0.0154,0.9902,5609
331,9,3,N,0.6945,-0.3388,0.6945,5610
332,2,28,T,1.2701,1.2701,2.3008,5611
332,8,22,T,1.1246,1.1246,2.1009,5612
333,2,16,T,1.0387,1.0387,2.1215,5613
333,8,12,T,1.2974,1.2974,2.2463,5614
334,2,5,N,0.8361,-0.2566,0.8361,5615
334,7,3,Ne,0.0402,-0.9439,0.0402,5616
334,8,1,N,0.9067,-0.0589,0.9067,5617
334,12,27,N,0.8668,-0.1616,0.8668,5618
335,6,22,P,0.3159,0.3159,1.3534,5619
335,12,16,T,1.1842,1.1842,2.1658,5620
336,6,11,T-,1.6897,1.6897,2.758,5621
336,12,5,T,1.3324,1.3324,2.3065,5622
337,5,31,P,0.5685,0.5685,1.6198,5623
337,11,24,P,0.0306,0.0306,1.0414,5624
338,4,20,N,0.6245,-0.3532,0.6245,5625
338,5,20,N,0.2749,-0.7256,0.2749,5626
338,10,15,N,0.6952,-0.3911,0.6952,5627
339,4,10,T,1.0544,1.0544,2.0022,5628
339,10,4,P,0.8545,0.8545,1.9487,5629
340,3,30,T+,1.3827,1.3827,2.3438,5630
340,9,22,T-,1.4623,1.4623,2.5147,5631
341,3,19,N,0.954,-0.0575,0.954,5632
341,9,11,P,0.2007,0.2007,1.1935,5633
342,2,7,N,0.8957,-0.1975,0.8957,5634
342,8,3,P,0.0762,0.0762,1.0238,5635
343,1,27,T,1.0856,1.0856,2.1729,5636
343,7,23,T,1.369,1.369,2.3452,5637
344,1,16,T,1.2555,1.2555,2.2946,5638
344,7,12,P,0.9131,0.9131,1.9417,5639
345,1,5,P,0.0592,0.0592,1.0473,5640
345,6,1,Ne,0.0656,-1.003,0.0656,5641
345,7,1,N,0.5033,-0.5635,0.5033,5642
345,11,26,N,0.8951,-0.0855,0.8951,5643
346,5,21,P,0.4522,0.4522,1.4915,5644
346,11,15,T,1.0838,1.0838,2.1101,5645
347,5,11,T-,1.7813,1.7813,2.7671,5646
347,11,5,T,1.2859,1.2859,2.3668,5647
348,4,29,P,0.447,0.447,1.3948,5648
348,10,24,Nx,1.0946,-0.0072,1.0946,5649
349,3,21,N,0.9005,-0.0739,0.9005,5650
349,4,19,N,0.0884,-0.862,0.0884,5651
349,9,13,N,0.6274,-0.4058,0.6274,5652
350,3,10,T,1.1905,1.1905,2.2213,5653
350,9,2,T,1.0425,1.0425,2.0192,5654
351,2,27,T,1.111,1.111,2.1922,5655
351,8,23,T+,1.3908,1.3908,2.3422,5656
352,2,16,N,0.8953,-0.1928,0.8953,5657
352,8,12,P,0.0384,0.0384,1.009,5658
353,1,6,N,0.8586,-0.1652,0.8586,5659
353,7,3,P,0.1623,0.1623,1.2041,5660
353,12,27,T,1.18,1.18,2.1592,5661
354,6,22,T-,1.5275,1.5275,2.5969,5662
354,12,16,T,1.334,1.334,2.3087,5663
355,6,11,P,0.7305,0.7305,1.7792,5664
355,12,6,P,0.0251,0.0251,1.039,5665
356,5,1,N,0.5061,-0.4667,0.5061,5666
356,5,30,N,0.4216,-0.5748,0.4216,5667
356,10,25,N,0.6642,-0.4266,0.6642,5668
357,4,20,P,0.9424,0.9424,1.8874,5669
357,10,14,P,0.8097,0.8097,1.9059,5670
358,4,10,T+,1.4851,1.4851,2.4458,5671
358,10,3,T-,1.5164,1.5164,2.5689,5672
359,3,31,P,0.0312,0.0312,1.0432,5673
359,9,23,P,0.2649,0.2649,1.2579,5674
360,2,18,N,0.8338,-0.257,0.8338,5675
360,8,13,N,0.9232,-0.0276,0.9232,5676
360,9,11,N,0.0515,-0.9065,0.0515,5677
361,2,6,T,1.0442,1.0442,2.1266,5678
361,8,3,T,1.25,1.25,2.2315,5679
362,1,26,T,1.2882,1.2882,2.3218,5680
362,7,23,T,1.0406,1.0406,2.0746,5681
363,1,16,P,0.0809,0.0809,1.0651,5682
363,7,12,N,0.6517,-0.418,0.6517,5683
363,12,7,N,0.8893,-0.093,0.8893,5684
364,6,1,P,0.3059,0.3059,1.3415,5685
364,11,26,T,1.0739,1.0739,2.1041,5686
365,5,21,T+,1.8108,1.8108,2.7924,5687
365,11,15,T,1.2976,1.2976,2.3823,5688
366,5,11,P,0.5783,0.5783,1.5234,5689
366,11,4,P,0.0193,0.0193,1.123,5690
367,4,1,N,0.7989,-0.1753,0.7989,5691
367,4,30,N,0.2013,-0.7488,0.2013,5692
367,9,24,N,0.5733,-0.4599,0.5733,5693
368,3,21,T,1.0953,1.0953,2.1262,5694
368,9,13,P,0.9733,0.9733,1.9507,5695
369,3,10,T,1.1973,1.1973,2.2767,5696
369,9,2,T+,1.4722,1.4722,2.4265,5697
370,2,27,N,0.9653,-0.1181,0.9653,5698
370,8,23,P,0.1254,0.1254,1.1014,5699
371,1,17,N,0.8454,-0.1734,0.8454,5700
371,7,14,P,0.0119,0.0119,1.0583,5701
372,1,7,T,1.1728,1.1728,2.1492,5702
372,7,2,T-,1.3683,1.3683,2.439,5703
372,12,27,T,1.3396,1.3396,2.3144,5704
373,6,21,P,0.8878,0.8878,1.9343,5705
373,12,16,P,0.022,0.022,1.0384,5706
374,5,12,N,0.3854,-0.5831,0.3854,5707
374,6,10,N,0.5666,-0.4262,0.5666,5708
374,11,6,N,0.6398,-0.4548,0.6398,5709
375,5,2,P,0.8231,0.8231,1.7659,5710
375,10,26,P,0.7765,0.7765,1.8742,5711
376,4,20,T+,1.6003,1.6003,2.561,5712
376,10,14,T-,1.5559,1.5559,2.6081,5713
377,4,10,P,0.1341,0.1341,1.1469,5714
377,10,3,P,0.3148,0.3148,1.308,5715
378,3,1,N,0.7574,-0.3307,0.7574,5716
378,8,24,N,0.8346,-0.1199,0.8346,5717
378,9,23,N,0.1099,-0.8505,0.1099,5718
379,2,18,P,0.9913,0.9913,2.0683,5719
379,8,14,T,1.1387,1.1387,2.1259,5720
380,2,7,T,1.3293,1.3293,2.3569,5721
380,8,2,T,1.161,1.161,2.2008,5722
381,1,26,P,0.1106,0.1106,1.0905,5723
381,7,23,N,0.7935,-0.2792,0.7935,5724
381,12,17,N,0.8846,-0.0991,0.8846,5725
382,6,12,P,0.1611,0.1611,1.1934,5726
382,12,7,T,1.0668,1.0668,2.1003,5727
383,6,1,T+,1.6721,1.6721,2.6499,5728
383,11,26,T,1.306,1.306,2.394,5729
384,5,21,P,0.7142,0.7142,1.6573,5730
384,11,14,P,0.0391,0.0391,1.1441,5731
385,4,11,N,0.6872,-0.2872,0.6872,5732
385,5,11,N,0.3199,-0.6305,0.3199,5733
385,10,5,N,0.5317,-0.5012,0.5317,5734
386,4,1,P,0.9881,0.9881,2.0195,5735
386,9,24,P,0.9173,0.9173,1.8954,5736
387,3,21,T,1.2989,1.2989,2.3763,5737
387,9,14,T+,1.5415,1.5415,2.4989,5738
388,3,9,Nx,1.0509,-0.0275,1.0509,5739
388,9,2,P,0.2001,0.2001,1.1817,5740
389,1,28,N,0.8198,-0.1936,0.8198,5741
389,7,24,N,0.9212,-0.1302,0.9212,5742
390,1,17,T,1.1573,1.1573,2.1305,5743
390,7,13,T,1.2137,1.2137,2.2861,5744
391,1,7,T,1.349,1.349,2.3237,5745
391,7,2,T,1.0435,1.0435,2.0883,5746
391,12,27,P,0.0198,0.0198,1.0382,5747
392,5,22,N,0.2586,-0.7062,0.2586,5748
392,6,21,N,0.7131,-0.2768,0.7131,5749
392,11,16,N,0.6245,-0.4732,0.6245,5750
393,5,12,P,0.6974,0.6974,1.6386,5751
393,11,5,P,0.7531,0.7531,1.8517,5752
394,5,2,T+,1.7213,1.7213,2.6825,5753
394,10,25,T-,1.5848,1.5848,2.6365,5754
395,4,21,P,0.247,0.247,1.2608,5755
395,10,14,P,0.3542,0.3542,1.3475,5756
396,3,11,N,0.6686,-0.4166,0.6686,5757
396,9,4,N,0.7573,-0.201,0.7573,5758
396,10,3,N,0.1567,-0.806,0.1567,5759
397,2,28,P,0.9251,0.9251,1.9965,5760
397,8,24,T,1.0401,1.0401,2.0332,5761
398,2,17,T+,1.3825,1.3825,2.4039,5762
398,8,14,T,1.2721,1.2721,2.3178,5763
399,2,7,P,0.1504,0.1504,1.1259,5764
399,8,3,N,0.9271,-0.149,0.9271,5765
399,12,29,N,0.8746,-0.1099,0.8746,5766
400,6,22,P,0.0177,0.0177,1.0474,5767
400,12,17,T,1.059,1.059,2.0951,5768
401,6,12,T+,1.5329,1.5329,2.5076,5769
401,12,7,T,1.3132,1.3132,2.4035,5770
402,6,1,P,0.8519,0.8519,1.7936,5771
402,11,26,P,0.0524,0.0524,1.1578,5772
403,4,23,N,0.564,-0.411,0.564,5773
403,5,22,N,0.4464,-0.5048,0.4464,5774
403,10,16,N,0.5025,-0.53,0.5025,5775
404,4,11,P,0.8678,0.8678,1.8997,5776
404,10,4,P,0.8735,0.8735,1.8523,5777
405,3,31,T-,1.4139,1.4139,2.4895,5778
405,9,24,T+,1.5979,1.5979,2.5586,5779
406,3,20,P,0.0739,0.0739,1.1471,5780
406,9,14,P,0.2654,0.2654,1.2527,5781
407,2,8,N,0.7864,-0.2212,0.7864,5782
407,8,5,N,0.7917,-0.265,0.7917,5783
408,1,29,T,1.1332,1.1332,2.1029,5784
408,7,24,T,1.0677,1.0677,2.1421,5785
409,1,17,T,1.3669,1.3669,2.341,5786
409,7,13,T,1.1896,1.1896,2.233,5787
410,1,7,P,0.0254,0.0254,1.0452,5788
410,6,3,N,0.1336,-0.8282,0.1336,5789
410,7,2,N,0.8533,-0.1342,0.8533,5790
410,11,27,N,0.6118,-0.4882,0.6118,5791
411,5,23,P,0.5655,0.5655,1.5056,5792
411,11,16,P,0.7382,0.7382,1.837,5793
412,5,12,T+,1.8519,1.8519,2.8142,5794
412,11,4,T-,1.6037,1.6037,2.6543,5795
413,5,2,P,0.3717,0.3717,1.3871,5796
413,10,25,P,0.3819,0.3819,1.3749,5797
414,3,22,N,0.5664,-0.5159,0.5664,5798
414,9,15,N,0.691,-0.2714,0.691,5799
414,10,14,N,0.1927,-0.7723,0.1927,5800
415,3,11,P,0.8471,0.8471,1.9126,5801
415,9,5,P,0.9519,0.9519,1.9513,5802
416,2,28,T+,1.4487,1.4487,2.4637,5803
416,8,24,T-,1.3722,1.3722,2.4241,5804
417,2,17,P,0.2003,0.2003,1.1712,5805
417,8,13,Nx,1.0513,-0.0283,1.0513,5806
418,1,8,N,0.8598,-0.1251,0.8598,5807
418,7,4,N,0.9083,-0.1191,0.9083,5808
418,12,29,T,1.0497,1.0497,2.0879,5809
419,6,23,T+,1.3947,1.3947,2.3669,5810
419,12,18,T+,1.3204,1.3204,2.4124,5811
420,6,12,P,0.9892,0.9892,1.9302,5812
420,12,6,P,0.0653,0.0653,1.1704,5813
421,5,3,N,0.4343,-0.542,0.4343,5814
421,6,1,N,0.5743,-0.3785,0.5743,5815
421,10,26,N,0.4841,-0.5477,0.4841,5816
422,4,23,P,0.7374,0.7374,1.7703,5817
422,10,16,P,0.8398,0.8398,1.8191,5818
423,4,12,T-,1.5416,1.5416,2.6154,5819
423,10,5,T+,1.6425,1.6425,2.6064,5820
424,3,31,P,0.1918,0.1918,1.2599,5821
424,9,24,P,0.316,0.316,1.3091,5822
425,2,18,N,0.7395,-0.2622,0.7395,5823
425,8,15,N,0.6744,-0.3878,0.6744,5824
426,2,8,T,1.0981,1.0981,2.0642,5825
426,8,4,P,0.9318,0.9318,2.0085,5826
427,1,29,T-,1.3921,1.3921,2.3653,5827
427,7,24,T,1.3303,1.3303,2.3729,5828
428,1,18,P,0.0359,0.0359,1.0567,5829
428,6,13,Ne,0.0066,-0.9526,0.0066,5830
428,7,12,P,0.0047,0.0047,0.9904,5831
428,12,8,N,0.6018,-0.4998,0.6018,5832
429,6,3,P,0.4316,0.4316,1.3714,5833
429,11,27,P,0.7293,0.7293,1.8275,5834
430,5,23,T-,1.7659,1.7659,2.7298,5835
430,11,16,T-,1.6164,1.6164,2.6655,5836
431,5,13,P,0.5028,0.5028,1.5202,5837
431,11,5,P,0.4014,0.4014,1.394,5838
432,4,1,N,0.452,-0.6273,0.452,5839
432,5,1,Nb,0.0671,-0.9973,0.0671,5840
432,9,25,N,0.6373,-0.3292,0.6373,5841
432,10,25,N,0.2182,-0.7489,0.2182,5842
433,3,21,P,0.7569,0.7569,1.8166,5843
433,9,15,P,0.8764,0.8764,1.882,5844
434,3,11,T+,1.5269,1.5269,2.5354,5845
434,9,4,T-,1.4594,1.4594,2.5174,5846
435,2,28,P,0.263,0.263,1.2293,5847
435,8,24,P,0.0808,0.0808,1.1639,5848
436,1,20,N,0.837,-0.148,0.837,5849
436,2,18,Nb,0.0056,-0.9573,0.0056,5850
436,7,14,N,0.7773,-0.2485,0.7773,5851
437,1,8,T,1.0334,1.0334,2.0731,5852
437,7,3,T,1.262,1.262,2.2323,5853
437,12,28,T+,1.3299,1.3299,2.4228,5854
438,6,23,T,1.1259,1.1259,2.0668,5855
438,12,17,P,0.0767,0.0767,1.1806,5856
439,5,14,N,0.2972,-0.6808,0.2972,5857
439,6,13,N,0.7055,-0.2495,0.7055,5858
439,11,7,N,0.4747,-0.5559,0.4747,5859
439,12,6,N,0.0057,-1.0584,0.0057,5860
440,5,3,P,0.5951,0.5951,1.6292,5861
440,10,26,P,0.8174,0.8174,1.7972,5862
441,4,22,T-,1.6793,1.6793,2.7516,5863
441,10,16,T+,1.6768,1.6768,2.6439,5864
442,4,11,P,0.3179,0.3179,1.381,5865
442,10,5,P,0.3563,0.3563,1.355,5866
443,3,2,N,0.6821,-0.3135,0.6821,5867
443,3,31,N,0.0871,-0.9287,0.0871,5868
443,8,26,N,0.5671,-0.5006,0.5671,5869
444,2,19,T,1.0521,1.0521,2.0144,5870
444,8,14,P,0.8079,0.8079,1.887,5871
445,2,8,T-,1.4302,1.4302,2.4025,5872
445,8,3,T+,1.4583,1.4583,2.5002,5873
446,1,29,P,0.0578,0.0578,1.0793,5874
446,7,24,P,0.1357,0.1357,1.12,5875
446,12,19,N,0.5893,-0.513,0.5893,5876
447,6,14,P,0.2955,0.2955,1.2356,5877
447,12,8,P,0.7226,0.7226,1.8195,5878
448,6,3,T-,1.6242,1.6242,2.5905,5879
448,11,26,T-,1.6237,1.6237,2.6705,5880
449,5,23,P,0.6411,0.6411,1.661,5881
449,11,16,P,0.4144,0.4144,1.406,5882
450,4,13,N,0.3265,-0.75,0.3265,5883
450,5,12,N,0.2085,-0.8559,0.2085,5884
450,10,7,N,0.5946,-0.376,0.5946,5885
450,11,5,N,0.2344,-0.7345,0.2344,5886
451,4,2,P,0.6537,0.6537,1.7075,5887
451,9,26,P,0.8129,0.8129,1.8247,5888
452,3,21,T+,1.6176,1.6176,2.6198,5889
452,9,15,T-,1.534,1.534,2.5982,5890
453,3,11,P,0.3371,0.3371,1.2988,5891
453,9,4,P,0.177,0.177,1.2637,5892
454,1,30,N,0.807,-0.1779,0.807,5893
454,2,28,N,0.0544,-0.9067,0.0544,5894
454,7,25,N,0.6543,-0.37,0.6543,5895
455,1,19,T,1.0116,1.0116,2.0524,5896
455,7,15,T,1.1349,1.1349,2.1038,5897
456,1,9,T+,1.3474,1.3474,2.4403,5898
456,7,3,T,1.2582,1.2582,2.1997,5899
456,12,28,P,0.0929,0.0929,1.1947,5900
457,5,25,N,0.1575,-0.8229,0.1575,5901
457,6,23,N,0.8345,-0.1233,0.8345,5902
457,11,17,N,0.4696,-0.5592,0.4696,5903
457,12,17,N,0.0185,-1.0423,0.0185,5904
458,5,14,P,0.4471,0.4471,1.483,5905
458,11,7,P,0.8029,0.8029,1.7827,5906
459,5,3,T+,1.8167,1.8167,2.8877,5907
459,10,27,T+,1.7002,1.7002,2.6702,5908
460,4,21,P,0.4569,0.4569,1.5153,5909
460,10,16,P,0.3841,0.3841,1.3882,5910
461,3,12,N,0.6105,-0.379,0.6105,5911
461,4,10,N,0.2016,-0.8081,0.2016,5912
