year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
12,4,24,N,0.1335,-0.8101,0.1335,4851
12,5,24,N,0.9484,-0.0025,0.9484,4852
12,11,17,N,0.2359,-0.8697,0.2359,4853
13,4,14,P,0.4638,0.4638,1.4226,4854
13,10,7,P,0.2612,0.2612,1.3164,4855
14,4,4,T+,1.7906,1.7906,2.8002,4856
14,9,27,T-,1.6652,1.6652,2.6608,4857
15,3,24,P,0.4593,0.4593,1.5236,4858
15,9,16,P,0.7953,0.7953,1.7555,4859
16,2,11,N,0.2239,-0.8567,0.2239,4860
16,3,12,N,0.1821,-0.9012,0.1821,4861
16,8,7,N,0.4207,-0.5622,0.4207,4862
16,9,5,N,0.4753,-0.4939,0.4753,4863
17,1,30,P,0.5622,0.5622,1.5946,4864
17,7,27,P,0.6976,0.6976,1.733,4865
18,1,20,T-,1.8078,1.8078,2.7909,4866
18,7,16,T+,1.5814,1.5814,2.6524,4867
19,1,10,P,0.5844,0.5844,1.5528,4868
19,7,5,P,0.2096,0.2096,1.2693,4869
19,12,1,N,0.3363,-0.6935,0.3363,4870
19,12,30,N,0.2883,-0.7107,0.2883,4871
20,5,25,N,0.9315,-0.0497,0.9315,4872
20,11,19,P,0.4448,0.4448,1.53,4873
21,5,15,T-,1.3967,1.3967,2.3411,4874
21,11,8,T+,1.6692,1.6692,2.7744,4875
22,5,4,T,1.0181,1.0181,1.9669,4876
22,10,28,P,0.7063,0.7063,1.7787,4877
23,3,26,N,0.2416,-0.7867,0.2416,4878
23,4,24,N,0.5461,-0.4467,0.5461,4879
23,9,18,N,0.2011,-0.7787,0.2011,4880
23,10,17,N,0.5494,-0.4636,0.5494,4881
24,3,14,P,0.4608,0.4608,1.5375,4882
24,9,6,P,0.5329,0.5329,1.4893,4883
25,3,3,T-,1.7873,1.7873,2.8684,4884
25,8,27,T+,1.8063,1.8063,2.7841,4885
26,2,20,P,0.5482,0.5482,1.5882,4886
26,8,17,P,0.5005,0.5005,1.5288,4887
27,1,11,N,0.4442,-0.5313,0.4442,4888
27,2,9,N,0.3484,-0.6397,0.3484,4889
27,7,7,N,0.4167,-0.6551,0.4167,4890
27,8,6,N,0.1084,-0.9625,0.1084,4891
28,1,1,P,0.6833,0.6833,1.6572,4892
28,6,25,P,0.7731,0.7731,1.8204,4893
28,12,20,T+,1.8036,1.8036,2.8189,4894
29,6,14,T-,1.4666,1.4666,2.4598,4895
29,12,9,P,0.4454,0.4454,1.5192,4896
30,5,6,Ne,0.0122,-0.9295,0.0122,4897
30,6,4,P,0.1371,0.1371,1.0859,4898
30,11,28,N,0.2472,-0.8594,0.2472,4899
31,4,25,P,0.3395,0.3395,1.2986,4900
31,10,19,P,0.2349,0.2349,1.2896,4901
32,4,14,T+,1.6697,1.6697,2.6803,4902
32,10,7,T-,1.6263,1.6263,2.622,4903
33,4,3,P,0.5764,0.5764,1.6399,4904
33,9,27,P,0.8446,0.8446,1.8071,4905
34,2,22,N,0.1584,-0.9166,0.1584,4906
34,3,23,N,0.2895,-0.7897,0.2895,4907
34,8,18,N,0.3217,-0.6671,0.3217,4908
34,9,16,N,0.5338,-0.4403,0.5338,4909
35,2,11,P,0.5227,0.5227,1.5488,4910
35,8,7,P,0.5725,0.5725,1.6139,4911
36,1,31,T-,1.8418,1.8418,2.8203,4912
36,7,27,T+,1.72,1.72,2.7944,4913
37,1,20,P,0.6053,0.6053,1.572,4914
37,7,16,P,0.3584,0.3584,1.4179,4915
37,12,11,N,0.3298,-0.7029,0.3298,4916
38,1,10,N,0.2938,-0.7061,0.2938,4917
38,6,5,N,0.798,-0.1798,0.798,4918
38,7,5,Nb,0.0952,-0.9125,0.0952,4919
38,11,30,P,0.434,0.434,1.5219,4920
39,5,26,T,1.2641,1.2641,2.2067,4921
39,11,19,T+,1.6555,1.6555,2.7615,4922
40,5,15,T,1.1473,1.1473,2.0967,4923
40,11,7,P,0.7251,0.7251,1.7967,4924
41,4,5,N,0.1263,-0.9026,0.1263,4925
41,5,4,N,0.6673,-0.3273,0.6673,4926
41,9,28,N,0.1626,-0.8178,0.1626,4927
41,10,28,N,0.5743,-0.438,0.5743,4928
42,3,25,P,0.3512,0.3512,1.4262,4929
42,9,18,P,0.4727,0.4727,1.4322,4930
43,3,14,T-,1.6958,1.6958,2.7719,4931
43,9,7,T+,1.7296,1.7296,2.713,4932
44,3,2,P,0.626,0.626,1.6594,4933
44,8,27,P,0.585,0.585,1.6199,4934
45,1,21,N,0.4229,-0.549,0.4229,4935
45,2,20,N,0.404,-0.5786,0.404,4936
45,7,17,N,0.2737,-0.8003,0.2737,4937
45,8,16,N,0.2194,-0.8563,0.2194,4938
46,1,11,P,0.667,0.667,1.6402,4939
46,7,6,P,0.6295,0.6295,1.6755,4940
46,12,31,T+,1.8111,1.8111,2.8279,4941
47,6,26,T-,1.61,1.61,2.6006,4942
47,12,21,P,0.4473,0.4473,1.5229,4943
48,6,14,P,0.2777,0.2777,1.2251,4944
48,12,9,N,0.2553,-0.8516,0.2553,4945
49,5,6,P,0.207,0.207,1.1669,4946
49,10,29,P,0.2186,0.2186,1.2725,4947
50,4,25,T+,1.5378,1.5378,2.5498,4948
50,10,19,T-,1.5985,1.5985,2.594,4949
51,4,15,P,0.7034,0.7034,1.7664,4950
51,10,8,P,0.8849,0.8849,1.8496,4951
52,3,4,N,0.0835,-0.9858,0.0835,4952
52,4,3,N,0.4062,-0.669,0.4062,4953
52,8,28,N,0.2328,-0.7621,0.2328,4954
52,9,27,N,0.5823,-0.3969,0.5823,4955
53,2,21,P,0.4711,0.4711,1.4908,4956
53,8,18,P,0.4581,0.4581,1.5057,4957
54,2,11,T+,1.8533,1.8533,2.8272,4958
54,8,7,T-,1.7924,1.7924,2.8704,4959
55,1,31,P,0.6388,0.6388,1.6036,4960
55,7,27,P,0.4949,0.4949,1.5545,4961
55,12,22,N,0.3186,-0.7163,0.3186,4962
56,1,21,N,0.3083,-0.692,0.3083,4963
56,6,16,N,0.6659,-0.3092,0.6659,4964
56,7,15,N,0.2324,-0.7736,0.2324,4965
56,12,11,P,0.4239,0.4239,1.5137,4966
57,6,5,T,1.1273,1.1273,2.0689,4967
57,11,30,T+,1.6464,1.6464,2.7524,4968
58,5,26,T,1.2824,1.2824,2.2331,4969
58,11,19,P,0.7365,0.7365,1.8064,4970
59,5,16,N,0.796,-0.2008,0.796,4971
59,10,9,N,0.1346,-0.8464,0.1346,4972
59,11,8,N,0.5911,-0.42,0.5911,4973
60,4,4,P,0.2307,0.2307,1.304,4974
60,9,28,P,0.4235,0.4235,1.3862,4975
61,3,24,T-,1.5911,1.5911,2.6622,4976
61,9,18,T+,1.665,1.665,2.6542,4977
62,3,14,P,0.716,0.716,1.7429,4978
62,9,7,P,0.6579,0.6579,1.6993,4979
63,2,2,N,0.3919,-0.5762,0.3919,4980
63,3,3,N,0.4701,-0.507,0.4701,4981
63,7,29,N,0.1426,-0.9336,0.1426,4982
63,8,27,N,0.3185,-0.762,0.3185,4983
64,1,22,P,0.6437,0.6437,1.6161,4984
64,7,17,P,0.4935,0.4935,1.5385,4985
65,1,11,T+,1.8252,1.8252,2.8432,4986
65,7,6,T-,1.7475,1.7475,2.7361,4987
65,12,31,P,0.4568,0.4568,1.5337,4988
66,6,26,P,0.4137,0.4137,1.3604,4989
66,12,20,N,0.266,-0.8402,0.266,4990
67,5,17,P,0.069,0.069,1.0303,4991
67,6,15,Nb,0.0432,-0.9019,0.0432,4992
67,11,9,P,0.2092,0.2092,1.2617,4993
68,5,6,T+,1.3973,1.3973,2.4112,4994
68,10,29,T-,1.5806,1.5806,2.5756,4995
69,4,25,P,0.8449,0.8449,1.9077,4996
69,10,18,P,0.9123,0.9123,1.8791,4997
70,4,14,N,0.5372,-0.5341,0.5372,4998
70,9,9,N,0.157,-0.8441,0.157,4999
70,10,8,N,0.6178,-0.3662,0.6178,5000
71,3,4,P,0.4069,0.4069,1.4201,5001
71,8,29,P,0.3566,0.3566,1.4105,5002
72,2,22,T+,1.8012,1.8012,2.7703,5003
72,8,17,T-,1.6715,1.6715,2.7532,5004
73,2,11,P,0.6804,0.6804,1.6432,5005
73,8,6,P,0.623,0.623,1.6829,5006
74,1,2,N,0.3032,-0.7334,0.3032,5007
74,1,31,N,0.3319,-0.6686,0.3319,5008
74,6,27,N,0.5384,-0.4345,0.5384,5009
74,7,26,N,0.3608,-0.6439,0.3608,5010
74,12,22,P,0.4119,0.4119,1.5029,5011
75,6,17,P,0.9933,0.9933,1.9344,5012
75,12,11,T+,1.6369,1.6369,2.7421,5013
76,6,5,T+,1.4171,1.4171,2.3696,5014
76,11,29,P,0.7456,0.7456,1.8133,5015
77,5,26,N,0.9306,-0.0692,0.9306,5016
77,10,20,N,0.1164,-0.8649,0.1164,5017
77,11,18,N,0.602,-0.4073,0.602,5018
78,4,16,P,0.098,0.098,1.1698,5019
78,10,9,P,0.3859,0.3859,1.3515,5020
79,4,5,T-,1.4743,1.4743,2.5405,5021
79,9,29,T+,1.6136,1.6136,2.6084,5022
80,3,24,P,0.8191,0.8191,1.8395,5023
80,9,17,P,0.7182,0.7182,1.7661,5024
81,2,12,N,0.3496,-0.6146,0.3496,5025
81,3,13,N,0.5494,-0.4223,0.5494,5026
81,8,8,Ne,0.023,-1.0558,0.023,5027
81,9,7,N,0.4043,-0.6809,0.4043,5028
82,2,2,P,0.6087,0.6087,1.5799,5029
82,7,28,P,0.3684,0.3684,1.4128,5030
83,1,22,T+,1.8472,1.8472,2.8659,5031
83,7,17,T+,1.851,1.851,2.8381,5032
84,1,11,P,0.4718,0.4718,1.5492,5033
84,7,6,P,0.5459,0.5459,1.4926,5034
84,12,30,N,0.2799,-0.8249,0.2799,5035
85,5,27,N,0.8886,-0.0748,0.8886,5036
85,6,26,N,0.1707,-0.7766,0.1707,5037
85,11,20,P,0.2075,0.2075,1.258,5038
86,5,17,T,1.2507,1.2507,2.267,5039
86,11,9,T-,1.5695,1.5695,2.5636,5040
87,5,6,P,0.9917,0.9917,2.0546,5041
87,10,30,P,0.9314,0.9314,1.9,5042
88,4,24,N,0.6765,-0.3912,0.6765,5043
88,9,19,N,0.0917,-0.9156,0.0917,5044
88,10,18,N,0.6441,-0.3446,0.6441,5045
89,3,15,P,0.3312,0.3312,1.3379,5046
89,9,8,P,0.2677,0.2677,1.3279,5047
90,3,4,T+,1.7338,1.7338,2.6982,5048
90,8,28,T-,1.5661,1.5661,2.6515,5049
91,2,22,P,0.7358,0.7358,1.6966,5050
91,8,17,P,0.7378,0.7378,1.7983,5051
92,1,13,N,0.2787,-0.7591,0.2787,5052
92,2,12,N,0.3675,-0.6331,0.3675,5053
92,7,7,N,0.4165,-0.5548,0.4165,5054
92,8,6,N,0.4797,-0.5242,0.4797,5055
93,1,1,P,0.3943,0.3943,1.4858,5056
93,6,27,P,0.8593,0.8593,1.8008,5057
93,12,21,T+,1.6271,1.6271,2.7306,5058
94,6,17,T+,1.5526,1.5526,2.5077,5059
94,12,10,P,0.754,0.754,1.8186,5060
95,6,6,P,0.0653,0.0653,1.0685,5061
95,10,31,N,0.107,-0.8744,0.107,5062
95,11,30,N,0.6079,-0.3992,0.6079,5063
96,4,26,Nx,1.0262,-0.0444,1.0262,5064
96,10,20,P,0.3583,0.3583,1.327,5065
97,4,15,T-,1.3469,1.3469,2.4082,5066
97,10,9,T+,1.5739,1.5739,2.5741,5067
98,4,4,P,0.9329,0.9329,1.9469,5068
98,9,29,P,0.7661,0.7661,1.8203,5069
99,2,23,N,0.2976,-0.6628,0.2976,5070
99,3,25,N,0.6377,-0.3289,0.6377,5071
99,9,18,N,0.4794,-0.6102,0.4794,5072
100,2,13,P,0.5642,0.5642,1.5343,5073
100,8,7,P,0.2548,0.2548,1.2989,5074
101,2,2,T-,1.8153,1.8153,2.8344,5075
101,7,28,T+,1.7313,1.7313,2.7174,5076
102,1,22,P,0.4987,0.4987,1.5761,5077
102,7,17,P,0.6695,0.6695,1.6167,5078
103,1,11,N,0.3031,-0.7996,0.3031,5079
103,6,8,N,0.7476,-0.2185,0.7476,5080
103,7,7,N,0.2925,-0.6578,0.2925,5081
103,12,1,P,0.2091,0.2091,1.257,5082
104,5,27,T,1.0976,1.0976,2.1168,5083
104,11,20,T-,1.565,1.565,2.5579,5084
105,5,16,T,1.1477,1.1477,2.211,5085
105,11,9,P,0.9421,0.9421,1.9121,5086
106,5,5,N,0.8263,-0.2381,0.8263,5087
106,9,30,N,0.0398,-0.9737,0.0398,5088
106,10,30,N,0.659,-0.334,0.659,5089
107,3,26,P,0.2441,0.2441,1.2445,5090
107,9,20,P,0.1906,0.1906,1.2568,5091
108,3,15,T+,1.6568,1.6568,2.6167,5092
108,9,8,T-,1.4727,1.4727,2.5618,5093
109,3,4,P,0.8025,0.8025,1.7614,5094
109,8,28,P,0.8399,0.8399,1.9011,5095
110,1,23,N,0.246,-0.7925,0.246,5096
110,2,22,N,0.4139,-0.5866,0.4139,5097
110,7,19,N,0.3034,-0.6669,0.3034,5098
110,8,17,N,0.5866,-0.4167,0.5866,5099
111,1,13,P,0.3695,0.3695,1.4607,5100
111,7,8,P,0.7323,0.7323,1.6747,5101
112,1,2,T+,1.6126,1.6126,2.7137,5102
112,6,27,T+,1.686,1.686,2.6443,5103
112,12,21,P,0.7647,0.7647,1.8257,5104
113,6,17,P,0.2008,0.2008,1.208,5105
113,11,11,N,0.103,-0.8781,0.103,5106
113,12,10,N,0.6146,-0.3898,0.6146,5107
114,5,7,N,0.8749,-0.1947,0.8749,5108
114,10,31,P,0.3393,0.3393,1.3105,5109
115,4,26,T,1.2113,1.2113,2.2682,5110
115,10,21,T+,1.5439,1.5439,2.5494,5111
116,4,14,T,1.0567,1.0567,2.0648,5112
116,10,9,P,0.8016,0.8016,1.8617,5113
117,3,6,N,0.2306,-0.7259,0.2306,5114
117,4,4,N,0.7404,-0.2213,0.7404,5115
117,9,28,N,0.5397,-0.5542,0.5397,5116
118,2,23,P,0.506,0.506,1.4748,5117
118,8,19,P,0.1545,0.1545,1.1985,5118
119,2,13,T-,1.7689,1.7689,2.7883,5119
119,8,8,T+,1.6224,1.6224,2.6079,5120
120,2,2,P,0.5347,0.5347,1.6115,5121
120,7,28,P,0.7874,0.7874,1.7356,5122
121,1,21,N,0.3321,-0.7678,0.3321,5123
121,6,18,N,0.6066,-0.3628,0.6066,5124
121,7,17,N,0.4101,-0.5437,0.4101,5125
121,12,11,P,0.2121,0.2121,1.2567,5126
122,6,7,P,0.9434,0.9434,1.966,5127
122,12,1,T-,1.564,1.564,2.5552,5128
123,5,28,T,1.3057,1.3057,2.3698,5129
123,11,21,P,0.9493,0.9493,1.9204,5130
124,5,16,N,0.9798,-0.0816,0.9798,5131
124,11,9,N,0.6677,-0.3292,0.6677,5132
125,4,5,P,0.145,0.145,1.1394,5133
125,9,30,P,0.1278,0.1278,1.1999,5134
126,3,26,T+,1.5662,1.5662,2.5218,5135
126,9,19,T-,1.3951,1.3951,2.4876,5136
127,3,16,P,0.8825,0.8825,1.8397,5137
127,9,8,P,0.9261,0.9261,1.9879,5138
128,2,4,N,0.2013,-0.8376,0.2013,5139
128,3,4,N,0.4741,-0.5263,0.4741,5140
128,7,29,N,0.1976,-0.7722,0.1976,5141
128,8,27,N,0.6821,-0.321,0.6821,5142
129,1,23,P,0.3353,0.3353,1.4256,5143
129,7,19,P,0.6093,0.6093,1.5533,5144
130,1,12,T+,1.5905,1.5905,2.6883,5145
130,7,8,T+,1.8154,1.8154,2.7775,5146
131,1,1,P,0.7791,0.7791,1.8357,5147
131,6,28,P,0.3361,0.3361,1.3478,5148
131,11,22,N,0.1033,-0.8772,0.1033,5149
131,12,21,N,0.621,-0.3801,0.621,5150
132,5,17,N,0.7189,-0.3501,0.7189,5151
132,11,11,P,0.328,0.328,1.3016,5152
133,5,6,T,1.0679,1.0679,2.1205,5153
133,10,31,T+,1.5243,1.5243,2.5346,5154
134,4,26,T,1.1873,1.1873,2.1898,5155
134,10,20,P,0.8281,0.8281,1.8937,5156
135,3,17,N,0.1545,-0.7984,0.1545,5157
135,4,15,N,0.8494,-0.1079,0.8494,5158
135,10,10,N,0.5888,-0.5088,0.5888,5159
136,3,6,P,0.4367,0.4367,1.4044,5160
136,8,29,P,0.0669,0.0669,1.111,5161
137,2,23,T-,1.7093,1.7093,2.7288,5162
137,8,18,T+,1.5263,1.5263,2.5116,5163
138,2,12,P,0.5865,0.5865,1.6625,5164
138,8,8,P,0.892,0.892,1.8418,5165
139,2,1,N,0.3729,-0.7236,0.3729,5166
139,6,29,N,0.4692,-0.5041,0.4692,5167
139,7,29,N,0.5199,-0.4379,0.5199,5168
139,12,23,P,0.213,0.213,1.2538,5169
140,6,18,P,0.7886,0.7886,1.8152,5170
140,12,11,T-,1.5639,1.5639,2.5528,5171
141,6,7,T-,1.4688,1.4688,2.5341,5172
141,12,1,P,0.9516,0.9516,1.9234,5173
142,5,27,P,0.0797,0.0797,1.1384,5174
142,11,21,N,0.67,-0.3304,0.67,5175
143,4,17,P,0.038,0.038,1.0267,5176
143,10,11,P,0.078,0.078,1.1556,5177
144,4,5,T+,1.4653,1.4653,2.417,5178
144,9,29,T-,1.3301,1.3301,2.4259,5179
145,3,26,P,0.973,0.973,1.9288,5180
145,9,18,P,0.9994,0.9994,2.0618,5181
146,2,14,N,0.1442,-0.8948,0.1442,5182
146,3,16,N,0.5471,-0.4534,0.5471,5183
146,8,9,N,0.1032,-0.8666,0.1032,5184
146,9,8,N,0.7644,-0.2386,0.7644,5185
147,2,3,P,0.2902,0.2902,1.3793,5186
147,7,30,P,0.4944,0.4944,1.4404,5187
148,1,23,T+,1.5596,1.5596,2.6536,5188
148,7,19,T-,1.8105,1.8105,2.7769,5189
149,1,11,P,0.8024,0.8024,1.854,5190
149,7,8,P,0.4674,0.4674,1.4842,5191
149,12,2,N,0.1046,-0.8747,0.1046,5192
150,1,1,N,0.6331,-0.3643,0.6331,5193
150,5,29,N,0.5612,-0.5076,0.5612,5194
150,6,27,Nb,0.0232,-1.0383,0.0232,5195
150,11,22,P,0.3198,0.3198,1.2952,5196
151,5,18,P,0.9208,0.9208,1.9696,5197
151,11,11,T+,1.5118,1.5118,2.5265,5198
152,5,6,T,1.3269,1.3269,2.3242,5199
152,10,31,P,0.8439,0.8439,1.9145,5200
153,3,27,Ne,0.0647,-0.8849,0.0647,5201
153,4,26,P,0.017,0.017,0.9705,5202
153,10,20,N,0.6248,-0.4761,0.6248,5203
154,3,17,P,0.3526,0.3526,1.3194,5204
154,9,9,Nx,1.0391,-0.0052,1.0391,5205
155,3,7,T-,1.6377,1.6377,2.6573,5206
155,8,30,T+,1.4409,1.4409,2.4263,5207
156,2,24,P,0.6492,0.6492,1.724,5208
156,8,18,P,0.9876,0.9876,1.9394,5209
157,2,12,N,0.4256,-0.667,0.4256,5210
157,7,10,N,0.3354,-0.6425,0.3354,5211
157,8,8,N,0.6219,-0.3403,0.6219,5212
158,1,2,P,0.2107,0.2107,1.247,5213
158,6,29,P,0.6369,0.6369,1.6678,5214
158,12,23,T-,1.5604,1.5604,2.5466,5215
159,6,18,T-,1.6287,1.6287,2.6956,5216
159,12,12,P,0.9545,0.9545,1.9265,5217
160,6,6,P,0.2425,0.2425,1.299,5218
160,12,1,N,0.6693,-0.334,0.6693,5219
161,4,27,N,0.906,-0.0774,0.906,5220
161,10,22,P,0.0389,0.0389,1.1214,5221
162,4,17,T,1.3531,1.3531,2.3014,5222
162,10,11,T,1.2801,1.2801,2.3785,5223
163,4,6,T,1.0752,1.0752,2.03,5224
163,9,30,T,1.0592,1.0592,2.122,5225
164,2,25,N,0.0736,-0.9655,0.0736,5226
164,3,26,N,0.6334,-0.3675,0.6334,5227
164,8,20,Ne,0.0188,-0.9514,0.0188,5228
164,9,18,N,0.8336,-0.1695,0.8336,5229
165,2,14,P,0.2307,0.2307,1.3179,5230
165,8,9,P,0.3883,0.3883,1.337,5231
166,2,3,T+,1.5178,1.5178,2.6075,5232
166,7,30,T-,1.6906,1.6906,2.6619,5233
167,1,23,P,0.8335,0.8335,1.8797,5234
167,7,19,P,0.5934,0.5934,1.6156,5235
167,12,14,N,0.1067,-0.8711,0.1067,5236
168,1,12,N,0.6486,-0.3446,0.6486,5237
168,6,8,N,0.4014,-0.6675,0.4014,5238
168,7,8,N,0.1689,-0.8958,0.1689,5239
168,12,2,P,0.3159,0.3159,1.2928,5240
169,5,28,P,0.7707,0.7707,1.8161,5241
169,11,22,T+,1.5044,1.5044,2.5229,5242
170,5,17,T+,1.4686,1.4686,2.4613,5243
170,11,11,P,0.8539,0.8539,1.9289,5244
171,5,7,P,0.1451,0.1451,1.0952,5245
171,10,31,N,0.6534,-0.4502,0.6534,5246
172,3,27,P,0.2584,0.2584,1.2247,5247
172,9,20,N,0.981,-0.0633,0.981,5248
173,3,17,T-,1.5501,1.5501,2.5699,5249
173,9,9,T+,1.3704,1.3704,2.3561,5250
174,3,6,P,0.7288,0.7288,1.8024,5251
174,8,30,T,1.0695,1.0695,2.0236,5252
175,2,23,N,0.4927,-0.5957,0.4927,5253
175,7,21,N,0.2097,-0.7732,0.2097,5254
175,8,19,N,0.7127,-0.2544,0.7127,5255
176,1,14,P,0.2016,0.2016,1.2327,5256
176,7,9,P,0.4868,0.4868,1.5227,5257
177,1,2,T-,1.5543,1.5543,2.5373,5258
177,6,28,T-,1.7874,1.7874,2.8563,5259
177,12,23,P,0.9585,0.9585,1.9304,5260
178,6,17,P,0.404,0.404,1.4587,5261
178,12,12,N,0.6655,-0.3403,0.6655,5262
179,5,8,N,0.7803,-0.1984,0.7803,5263
179,6,7,N,0.1221,-0.8822,0.1221,5264
179,11,2,P,0.0094,0.0094,1.0963,5265
180,4,27,T,1.2339,1.2339,2.1792,5266
180,10,21,T,1.2415,1.2415,2.3422,5267
181,4,17,T,1.1881,1.1881,2.1423,5268
181,10,10,T,1.1059,1.1059,2.1688,5269
182,4,6,N,0.7308,-0.2708,0.7308,5270
182,9,29,N,0.8909,-0.1121,0.8909,5271
183,2,25,P,0.1593,0.1593,1.2445,5272
183,8,21,P,0.2933,0.2933,1.2449,5273
184,2,14,T+,1.4639,1.4639,2.5487,5274
184,8,9,T-,1.5789,1.5789,2.5555,5275
185,2,2,P,0.8766,0.8766,1.9167,5276
185,7,30,P,0.7111,0.7111,1.7392,5277
185,12,24,N,0.1033,-0.8724,0.1033,5278
186,1,22,N,0.6754,-0.3132,0.6754,5279
186,6,19,N,0.2454,-0.8241,0.2454,5280
186,7,19,N,0.3073,-0.7611,0.3073,5281
186,12,14,P,0.3105,0.3105,1.2884,5282
187,6,8,P,0.6204,0.6204,1.6628,5283
187,12,3,T+,1.4999,1.4999,2.5217,5284
188,5,28,T+,1.6145,1.6145,2.6032,5285
188,11,21,P,0.8575,0.8575,1.9361,5286
189,5,17,P,0.2813,0.2813,1.2287,5287
189,11,10,N,0.671,-0.4345,0.671,5288
190,4,8,P,0.1517,0.1517,1.1178,5289
190,10,1,N,0.9363,-0.108,0.9363,5290
191,3,28,T-,1.4509,1.4509,2.4711,5291
191,9,20,T,1.3118,1.3118,2.2979,5292
192,3,16,P,0.8213,0.8213,1.8935,5293
192,9,9,T,1.141,1.141,2.0978,5294
193,3,5,N,0.5721,-0.5118,0.5721,5295
193,7,31,N,0.0916,-0.8968,0.0916,5296
193,8,30,N,0.7931,-0.1791,0.7931,5297
194,1,24,P,0.184,0.184,1.2096,5298
194,7,21,P,0.3457,0.3457,1.3867,5299
195,1,13,T-,1.542,1.542,2.5215,5300
195,7,10,T+,1.7051,1.7051,2.7762,5301
196,1,3,P,0.9675,0.9675,1.9387,5302
196,6,28,P,0.561,0.561,1.6143,5303
196,12,23,N,0.6653,-0.3423,0.6653,5304
197,5,19,N,0.65,-0.3245,0.65,5305
197,6,17,N,0.2703,-0.7308,0.2703,5306
197,11,12,Nx,1.0784,-0.0122,1.0784,5307
198,5,8,T,1.1075,1.1075,2.0505,5308
198,11,1,T,1.2126,1.2126,2.3148,5309
199,4,28,T,1.309,1.309,2.2632,5310
199,10,21,T,1.14,1.14,2.2027,5311
200,4,17,N,0.842,-0.1606,0.842,5312
200,10,10,N,0.9348,-0.0681,0.9348,5313
201,3,7,P,0.0727,0.0727,1.1556,5314
201,8,31,P,0.2095,0.2095,1.1644,5315
202,2,24,T+,1.3963,1.3963,2.4759,5316
202,8,21,T-,1.4786,1.4786,2.4608,5317
203,2,13,P,0.9293,0.9293,1.9632,5318
203,8,10,P,0.8221,0.8221,1.8562,5319
204,1,4,N,0.0968,-0.8765,0.0968,5320
204,2,3,N,0.7087,-0.275,0.7087,5321
204,6,29,Ne,0.0924,-0.9779,0.0924,5322
204,7,29,N,0.4409,-0.6314,0.4409,5323
204,12,24,P,0.304,0.304,1.2824,5324
205,6,19,P,0.4723,0.4723,1.5122,5325
205,12,14,T+,1.4955,1.4955,2.52,5326
206,6,8,T+,1.7581,1.7581,2.7432,5327
206,12,3,P,0.8615,0.8615,1.943,5328
207,5,29,P,0.4171,0.4171,1.3624,5329
207,11,22,N,0.6848,-0.4218,0.6848,5330
208,4,18,P,0.034,0.034,1.0003,5331
208,5,17,Nb,0.0452,-0.9007,0.0452,5332
208,10,11,N,0.9037,-0.1403,0.9037,5333
209,4,7,T,1.3367,1.3367,2.3577,5334
209,10,1,T,1.2667,1.2667,2.2531,5335
210,3,28,P,0.9302,0.9302,2.0012,5336
210,9,20,T,1.1982,1.1982,2.1576,5337
211,3,17,N,0.666,-0.4133,0.666,5338
211,9,10,N,0.8623,-0.1153,0.8623,5339
212,2,4,P,0.1566,0.1566,1.1763,5340
212,7,31,P,0.2114,0.2114,1.2581,5341
213,1,24,T-,1.5204,1.5204,2.4959,5342
213,7,20,T+,1.556,1.556,2.6299,5343
214,1,13,P,0.9818,0.9818,1.9521,5344
214,7,9,P,0.7128,0.7128,1.7651,5345
215,1,3,N,0.668,-0.341,0.668,5346
215,5,30,N,0.5192,-0.4517,0.5192,5347
215,6,28,N,0.4156,-0.5829,0.4156,5348
215,11,24,Nx,1.0661,-0.0275,1.0661,5349
216,5,19,P,0.9749,0.9749,1.9161,5350
216,11,12,T,1.1932,1.1932,2.2963,5351
217,5,8,T-,1.4366,1.4366,2.3913,5352
217,11,1,T,1.1651,1.1651,2.227,5353
218,4,28,N,0.9613,-0.0428,0.9613,5354
218,10,21,N,0.9678,-0.0347,0.9678,5355
219,3,18,Nx,1.0552,-0.0254,1.0552,5356
219,9,11,P,0.1361,0.1361,1.0945,5357
220,3,6,T,1.3164,1.3164,2.3906,5358
220,8,31,T-,1.3892,1.3892,2.3773,5359
221,2,24,P,0.9979,0.9979,2.0253,5360
221,8,20,P,0.9204,0.9204,1.9609,5361
222,1,15,N,0.081,-0.8894,0.081,5362
222,2,13,N,0.7553,-0.2234,0.7553,5363
222,8,9,N,0.5637,-0.5126,0.5637,5364
223,1,4,P,0.2909,0.2909,1.2695,5365
223,6,30,P,0.3288,0.3288,1.3666,5366
223,12,25,T+,1.4894,1.4894,2.516,5367
224,6,18,T-,1.8305,1.8305,2.8128,5368
224,12,13,P,0.8635,0.8635,1.9471,5369
225,6,8,P,0.5564,0.5564,1.5004,5370
225,12,2,N,0.6945,-0.4125,0.6945,5371
226,4,29,N,0.8742,-0.0929,0.8742,5372
226,5,29,N,0.1708,-0.776,0.1708,5373
226,10,23,N,0.8828,-0.1606,0.8828,5374
227,4,19,T,1.2132,1.2132,2.2351,5375
227,10,12,T,1.232,1.232,2.2188,5376
228,4,7,T,1.0499,1.0499,2.1195,5377
228,10,1,T,1.2439,1.2439,2.2062,5378
229,3,27,N,0.7727,-0.302,0.7727,5379
229,9,20,N,0.9187,-0.0642,0.9187,5380
