year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
-1103,10,2,T,1.0379,47.2,-60.6,0.8312,2156
-1102,3,28,A,0.9632,-13.0,-84.0,-0.227,2157
-1102,9,21,H,1.0042,12.5,62.4,0.1494,2158
-1101,3,17,H,1.0108,22.5,145.9,0.5345,2159
-1101,9,10,A,0.9504,-23.1,-69.0,-0.5936,2160
-1100,2,5,P,0.3277,-62.6,-142.0,-1.3608,2161
-1100,3,5,P,0.5796,61.1,-116.3,1.2287,2162
-1100,8,29,P,0.405,-61.4,-129.1,-1.3272,2163
-1099,1,25,T,1.0318,-62.4,-127.4,-0.6985,2164
-1099,7,20,A,0.9795,74.3,173.6,0.8232,2165
-1098,1,14,A,0.9811,-23.1,30.9,0.0011,2166
-1098,7,9,T,1.0447,25.7,-30.8,0.0316,2167
-1097,1,3,A,0.9271,23.1,-41.4,0.7314,2168
-1097,6,29,T,1.0729,-21.0,83.1,-0.7034,2169
-1097,12,23,P,0.2611,66.3,-31.4,1.4143,2170
-1096,5,19,P,0.8104,69.6,162.6,1.1043,2171
-1096,6,18,P,0.1636,-67.0,-166.0,-1.4461,2172
-1096,11,12,A,0.974,-72.5,134.2,-0.8784,2173
-1095,5,9,A,0.9828,34.9,156.4,0.3635,2174
-1095,11,1,T,1.0335,-20.6,-10.1,-0.1609,2175
-1094,4,28,A,0.9484,-13.2,128.0,-0.4123,2176
-1094,10,22,T,1.0444,21.8,127.5,0.5085,2177
-1093,4,17,P,0.6923,-71.6,-178.2,-1.1588,2178
-1093,10,12,P,0.5973,71.6,-17.2,1.2167,2179
-1092,3,7,T,1.0189,45.1,163.0,0.8367,2180
-1092,8,31,A,0.9361,-49.5,-9.0,-0.9002,2181
-1091,2,24,T,1.0627,-7.9,-42.4,0.0926,2182
-1091,8,20,A,0.9345,5.6,8.3,-0.1883,2183
-1090,2,14,T,1.0477,-53.4,84.6,-0.6152,2184
-1090,8,9,A,0.9669,52.0,-11.1,0.5457,2185
-1089,1,5,P,0.1815,66.1,85.2,1.4539,2186
-1089,2,4,P,0.314,-68.9,27.8,-1.3734,2187
-1089,6,30,P,0.3633,-65.3,-10.5,-1.3419,2188
-1089,7,30,P,0.5386,68.0,10.9,1.2493,2189
-1089,12,25,A,0.9168,29.9,49.2,0.8081,2190
-1088,6,19,T,1.0763,-12.9,85.9,-0.5964,2191
-1088,12,13,A,0.9256,-15.7,55.8,0.1263,2192
-1087,6,9,T,1.0506,30.1,-169.3,0.1481,2193
-1087,12,2,A,0.9664,-52.9,-14.9,-0.5634,2194
-1086,5,29,A,0.984,71.3,-74.5,0.9583,2195
-1086,10,23,P,0.0776,61.1,82.9,1.4954,2196
-1086,11,22,P,0.6165,-62.3,71.3,-1.2071,2197
-1085,4,19,P,0.838,-60.7,-95.9,-1.0725,2198
-1085,10,13,T,1.0338,44.7,166.4,0.8441,2199
-1084,4,7,A,0.9678,-12.5,173.5,-0.2985,2200
-1084,10,1,A,0.9984,9.0,-62.6,0.1687,2201
-1083,3,27,T,1.0177,23.0,34.4,0.4725,2202
-1083,9,21,A,0.9454,-25.2,173.4,-0.5664,2203
-1082,2,15,P,0.2654,-62.0,84.0,-1.3931,2204
-1082,3,17,P,0.6818,60.8,116.6,1.1755,2205
-1082,9,10,P,0.4693,-60.9,111.1,-1.2889,2206
-1081,2,5,T,1.032,-60.4,113.0,-0.7266,2207
-1081,7,31,A,0.9785,73.5,86.9,0.881,2208
-1080,1,26,A,0.9808,-22.5,-90.4,-0.02,2209
-1080,7,20,Tm,1.0452,28.3,-142.9,0.0943,2210
-1079,1,14,A,0.928,22.0,-162.6,0.7159,2211
-1079,7,9,T,1.0723,-15.6,-33.6,-0.6363,2212
-1078,1,3,P,0.2809,65.2,-161.3,1.402,2213
-1078,5,31,P,0.66,68.7,42.7,1.1844,2214
-1078,6,29,P,0.2894,-66.0,71.4,-1.3808,2215
-1078,11,23,A,0.9769,-76.7,6.0,-0.8749,2216
-1077,5,20,A,0.9794,43.5,54.1,0.4478,2217
-1077,11,13,T,1.0345,-24.5,-143.5,-0.161,2218
-1076,5,8,A,0.9493,-4.6,28.3,-0.3266,2219
-1076,11,1,T,1.0421,17.7,-7.3,0.505,2220
-1075,4,27,P,0.8341,-71.1,68.5,-1.0776,2221
-1075,10,22,P,0.6032,71.3,-160.5,1.2132,2222
-1074,3,18,T,1.0236,53.5,39.4,0.8864,2223
-1074,9,12,A,0.9299,-57.2,-131.7,-0.9368,2224
-1073,3,8,T,1.0668,-1.5,-164.9,0.1377,2225
-1073,9,1,A,0.9321,-0.4,-102.3,-0.2333,2226
-1072,2,25,T,1.0495,-46.9,-38.1,-0.5781,2227
-1072,8,20,A,0.9673,45.3,-122.2,0.4954,2228
-1071,1,15,P,0.1473,67.2,-48.0,1.4737,2229
-1071,2,14,P,0.3632,-69.8,-104.5,-1.3461,2230
-1071,7,11,P,0.247,-66.3,-134.5,-1.4029,2231
-1071,8,9,P,0.6404,69.0,-116.8,1.1943,2232
-1070,1,5,A,0.9175,31.8,-73.1,0.8224,2233
-1070,6,30,T,1.0729,-17.8,-29.6,-0.6661,2234
-1070,12,24,A,0.9286,-16.1,-64.7,0.1345,2235
-1069,6,20,Tm,1.0463,27.5,82.8,0.0736,2236
-1069,12,14,A,0.9703,-55.6,-138.6,-0.5605,2237
-1068,6,9,A,0.9831,74.7,-142.1,0.8802,2238
-1068,11,3,P,0.0747,61.5,-59.5,1.497,2239
-1068,12,2,P,0.621,-63.1,-71.3,-1.2048,2240
-1067,4,29,P,0.6953,-61.1,158.4,-1.1563,2241
-1067,10,23,T,1.0301,42.3,31.2,0.8522,2242
-1066,4,18,A,0.9722,-12.6,72.2,-0.3752,2243
-1066,10,13,A,0.9929,5.2,170.4,0.1816,2244
-1065,4,7,T,1.0242,23.5,-75.6,0.4057,2245
-1065,10,2,A,0.9407,-28.0,54.3,-0.5454,2246
-1064,2,27,P,0.1921,-61.5,-48.2,-1.4309,2247
-1064,3,27,P,0.7925,60.7,-9.4,1.1183,2248
-1064,9,20,P,0.5219,-60.6,-10.7,-1.2574,2249
-1063,2,15,T,1.032,-58.2,-6.0,-0.7605,2250
-1063,8,11,A,0.977,70.8,-6.5,0.9323,2251
-1062,2,5,A,0.9806,-21.6,150.6,-0.0479,2252
-1062,7,31,T,1.0452,29.6,103.2,0.1509,2253
-1061,1,25,A,0.9295,20.9,79.3,0.6917,2254
-1061,7,21,T,1.0709,-11.6,-151.7,-0.5753,2255
-1060,1,14,P,0.3124,64.2,71.3,1.3827,2256
-1060,6,10,P,0.5134,67.7,-76.9,1.263,2257
-1060,7,9,P,0.4067,-65.0,-51.9,-1.3195,2258
-1060,12,4,A,0.9803,-80.7,-116.1,-0.8723,2259
-1059,5,30,A,0.9755,52.1,-46.4,0.5334,2260
-1059,11,23,T,1.036,-27.8,83.3,-0.16,2261
-1058,5,19,A,0.9496,3.8,-69.6,-0.237,2262
-1058,11,13,T,1.0404,14.3,-143.1,0.5052,2263
-1057,5,9,As,0.9527,-66.3,-53.3,-0.9924,2264
-1057,11,2,P,0.6016,70.7,55.5,1.2138,2265
-1056,3,28,T,1.0272,63.3,-89.5,0.942,2266
-1056,9,22,A,0.924,-64.5,98.8,-0.9661,2267
-1055,3,18,T,1.0706,5.5,74.0,0.189,2268
-1055,9,11,A,0.9297,-6.5,144.7,-0.271,2269
-1054,3,8,T,1.0511,-39.8,-160.0,-0.5344,2270
-1054,8,31,A,0.9675,38.8,123.2,0.4526,2271
-1053,1,27,P,0.102,68.2,-179.5,1.4997,2272
-1053,2,25,P,0.4254,-70.5,125.1,-1.3116,2273
-1053,7,22,P,0.1412,-67.3,99.2,-1.4583,2274
-1053,8,20,P,0.7286,69.9,112.5,1.1466,2275
-1052,1,16,A,0.9186,34.7,165.9,0.8413,2276
-1052,7,11,T,1.0689,-23.6,-146.9,-0.732,2277
-1051,1,4,A,0.9321,-15.4,175.7,0.1463,2278
-1051,6,30,T,1.0414,24.0,-26.1,0.002,2279
-1051,12,24,A,0.9748,-57.0,100.1,-0.5537,2280
-1050,6,20,A,0.9806,73.7,144.7,0.8029,2281
-1050,11,14,P,0.0744,62.0,157.3,1.4971,2282
-1050,12,13,P,0.6295,-64.0,146.4,-1.2004,2283
-1049,5,10,P,0.549,-61.6,53.1,-1.2419,2284
-1049,11,4,T,1.0269,40.3,-105.0,0.8579,2285
-1048,4,28,A,0.976,-13.4,-28.7,-0.4542,2286
-1048,10,23,A,0.988,1.4,42.2,0.1898,2287
-1047,4,18,T,1.0303,24.0,176.1,0.3337,2288
-1047,10,12,A,0.9364,-31.6,-66.6,-0.5307,2289
-1046,3,9,P,0.1036,-61.1,-177.9,-1.4765,2290
-1046,4,7,P,0.9165,60.7,-133.4,1.0545,2291
-1046,10,1,P,0.5618,-60.5,-135.0,-1.2334,2292
-1045,2,27,T,1.0315,-56.4,-122.7,-0.8033,2293
-1045,8,22,A,0.9748,66.9,-105.6,0.9753,2294
-1044,2,16,A,0.9805,-20.3,33.9,-0.0834,2295
-1044,8,10,T,1.0447,29.8,-12.6,0.2018,2296
-1043,2,4,A,0.9313,20.2,-36.5,0.6615,2297
-1043,7,31,T,1.0687,-9.0,89.5,-0.5187,2298
-1042,1,24,P,0.3535,63.3,-54.2,1.3578,2299
-1042,6,21,P,0.3695,66.7,164.3,1.3408,2300
-1042,7,21,P,0.5163,-64.1,-175.7,-1.2617,2301
-1042,12,15,A,0.9842,-83.7,137.8,-0.8709,2302
-1041,6,11,A,0.971,60.3,-144.6,0.6179,2303
-1041,12,4,T,1.038,-30.5,-49.3,-0.1597,2304
-1040,5,30,A,0.9495,11.5,-167.1,-0.1485,2305
-1040,11,23,T,1.039,11.4,81.0,0.5062,2306
-1039,5,19,A,0.9606,-46.8,-174.0,-0.9059,2307
-1039,11,13,P,0.5962,70.0,-88.4,1.2166,2308
-1038,10,3,As,0.9182,-70.6,-43.4,-0.9885,2310
-1037,3,29,T,1.0737,12.9,-45.7,0.2467,2311
-1037,9,22,A,0.9278,-12.3,29.0,-0.3001,2312
-1036,3,18,T,1.0523,-32.4,79.6,-0.4843,2313
-1036,9,10,A,0.9677,32.5,5.5,0.4175,2314
-1035,2,6,Pe,0.0444,69.2,50.9,1.5329,2315
-1035,3,8,P,0.5008,-71.1,-3.2,-1.2696,2316
-1035,8,1,Pe,0.0469,-68.2,-29.4,-1.5079,2317
-1035,8,31,P,0.8027,70.7,-21.4,1.1064,2318
-1034,1,26,A,0.9199,39.3,46.8,0.8683,2319
-1034,7,22,T,1.0639,-30.1,93.5,-0.7932,2320
-1033,1,15,A,0.9363,-13.5,57.5,0.1641,2321
-1033,7,12,T,1.0358,19.9,-136.7,-0.066,2322
-1032,1,4,A,0.9799,-56.8,-19.7,-0.5432,2323
-1032,6,30,A,0.9772,70.0,61.5,0.7281,2324
-1032,11,24,P,0.0767,62.7,13.3,1.4957,2325
-1032,12,24,P,0.6407,-65.0,4.0,-1.1946,2326
-1031,5,21,P,0.3988,-62.2,-51.5,-1.3295,2327
-1031,6,19,Pb,0.0725,64.4,-120.2,1.5201,2328
-1031,11,14,T,1.0243,38.4,117.5,0.8602,2329
-1030,5,10,A,0.9794,-15.2,-129.4,-0.5354,2330
-1030,11,4,A,0.9836,-2.4,-87.0,0.194,2331
-1029,4,29,T,1.0357,24.2,68.6,0.2592,2332
-1029,10,24,A,0.9327,-35.5,171.6,-0.5211,2333
-1028,3,19,Pe,0.0054,-60.9,53.9,-1.5268,2334
-1028,4,18,Tn,1.0591,62.0,119.4,0.988,2335
-1028,10,12,P,0.5932,-60.6,99.1,-1.2144,2336
-1027,3,9,T,1.0305,-55.3,122.4,-0.8517,2337
-1027,9,1,P,0.9614,61.3,154.1,1.0111,2338
-1026,2,27,A,0.9803,-18.9,-79.9,-0.1278,2339
-1026,8,22,T,1.0439,28.7,-131.2,0.2451,2340
-1025,2,16,A,0.9335,19.7,-148.9,0.6221,2341
-1025,8,11,T,1.066,-7.7,-31.1,-0.4692,2342
-1024,2,5,P,0.4088,62.5,-177.1,1.3246,2343
-1024,7,2,P,0.2339,65.7,45.0,1.4149,2344
-1024,7,31,P,0.6136,-63.3,59.1,-1.2098,2345
-1024,12,25,A,0.9887,-84.0,51.1,-0.8728,2346
-1023,6,21,A,0.9658,68.2,121.4,0.702,2347
-1023,12,15,T,1.0405,-32.3,178.8,-0.1607,2348
-1022,6,10,A,0.9489,18.7,96.5,-0.0591,2349
-1022,12,4,T,1.0382,9.2,-54.8,0.5071,2350
-1021,5,30,A,0.9655,-34.9,79.7,-0.8187,2351
-1021,11,24,P,0.5876,69.1,127.9,1.2213,2352
-1020,4,19,P,0.8845,71.3,-28.0,1.0665,2353
-1020,5,18,Pb,0.0219,-69.6,-12.6,-1.529,2354
-1019,4,9,T,1.0763,20.8,-164.2,0.3091,2356
-1019,10,3,A,0.9261,-18.0,-88.8,-0.322,2357
-1018,3,29,T,1.0531,-24.7,-39.2,-0.4276,2358
-1018,9,22,A,0.9679,26.4,-115.2,0.3903,2359
-1017,3,19,P,0.5879,-71.5,-129.6,-1.2212,2360
-1017,9,11,P,0.8645,71.3,-158.1,1.073,2361
-1016,2,6,A,0.9213,45.3,-71.5,0.9013,2362
-1016,8,1,T,1.0584,-37.3,-28.8,-0.8486,2363
-1015,1,25,A,0.9408,-10.4,-59.6,0.1874,2364
-1015,7,22,T,1.0298,15.2,111.1,-0.1298,2365
-1014,1,15,A,0.9856,-54.9,-138.8,-0.5275,2366
-1014,7,11,A,0.9731,64.9,-30.9,0.6573,2367
-1014,12,6,P,0.0758,63.5,-130.4,1.4958,2368
-1013,1,4,P,0.6613,-66.1,-137.2,-1.1838,2369
-1013,6,1,P,0.252,-62.9,-156.7,-1.4151,2370
-1013,6,30,P,0.2084,65.3,132.0,1.4411,2371
-1013,11,25,T,1.0222,37.0,-20.1,0.8617,2372
-1012,5,20,A,0.9821,-18.0,129.4,-0.6168,2373
-1012,11,14,A,0.9799,-5.7,143.6,0.1962,2374
-1011,5,9,T,1.0406,24.1,-38.3,0.1822,2375
-1011,11,3,A,0.9295,-39.7,49.0,-0.5157,2376
-1010,4,29,T,1.0666,61.8,30.9,0.9161,2377
-1010,10,23,P,0.6136,-60.8,-28.9,-1.202,2378
-1009,3,20,T,1.0286,-55.6,11.6,-0.9081,2379
-1009,9,13,P,0.9117,60.9,25.8,1.0391,2380
-1008,3,9,A,0.9801,-17.4,168.6,-0.1792,2381
-1008,9,1,T,1.0428,26.7,107.5,0.2814,2382
-1007,2,26,A,0.9359,19.4,101.4,0.5754,2383
-1007,8,22,T,1.0627,-7.6,-153.1,-0.4251,2384
-1006,2,15,P,0.4754,61.8,62.1,1.285,2385
-1006,7,13,Pe,0.1056,64.7,-74.5,1.4859,2386
-1006,8,11,P,0.7002,-62.5,-67.2,-1.1631,2387
-1005,1,6,A,0.9935,-81.2,-49.1,-0.8789,2388
-1005,7,2,A,0.9602,74.9,35.5,0.7822,2389
-1005,12,26,T,1.0434,-33.4,48.0,-0.1647,2390
-1004,6,20,Am,0.9479,25.0,0.1,0.0276,2391
-1004,12,15,T,1.0378,7.5,170.1,0.5063,2392
-1003,6,9,A,0.9694,-25.3,-24.6,-0.7329,2393
-1003,12,4,P,0.5807,68.0,-14.6,1.2251,2394
-1002,4,30,P,0.7582,70.8,-152.3,1.134,2395
-1002,5,30,P,0.1695,-68.7,-131.5,-1.4485,2396
-1001,4,20,T,1.078,28.9,78.6,0.3758,2398
-1001,10,14,A,0.925,-23.4,151.8,-0.338,2399
-1000,4,9,T,1.0533,-16.8,-156.3,-0.3655,2400
-1000,10,2,A,0.9684,20.8,121.5,0.3705,2401
-999,3,29,P,0.6895,-71.7,106.5,-1.1646,2402
-999,9,21,P,0.9123,71.7,62.3,1.047,2403
-998,2,17,A,0.9224,53.6,170.2,0.943,2404
-998,8,13,T,1.0524,-45.0,-154.4,-0.8975,2405
-997,2,6,A,0.9458,-6.1,-174.9,0.2187,2406
-997,8,2,T,1.0234,10.0,-3.3,-0.1874,2407
-996,1,26,A,0.9917,-51.6,102.0,-0.5068,2408
-996,7,22,A,0.9685,58.9,-129.3,0.59,2409
-996,12,16,P,0.0734,64.4,85.5,1.4968,2410
-995,1,15,P,0.6881,-67.1,82.0,-1.1698,2411
-995,6,11,Pe,0.1068,-63.8,97.6,-1.4996,2412
-995,7,11,P,0.3397,66.3,23.1,1.3644,2413
-995,12,6,T,1.0207,36.2,-157.7,0.8634,2414
-994,5,31,A,0.9841,-22.1,27.6,-0.6985,2415
-994,11,25,A,0.9767,-8.6,14.2,0.1968,2416
-993,5,21,T,1.0447,23.3,-145.4,0.1049,2417
-993,11,14,A,0.927,-43.8,-73.1,-0.5116,2418
-992,5,9,T,1.0712,61.6,-69.6,0.8433,2419
-992,11,2,P,0.6291,-61.2,-158.2,-1.1926,2420
-991,3,31,T,1.025,-58.0,-91.2,-0.9705,2421
-991,9,23,P,0.8739,60.7,-104.9,1.0604,2422
-990,3,20,A,0.9795,-16.2,59.8,-0.2387,2423
-990,9,12,T,1.0417,24.0,-16.7,0.3105,2424
-989,3,9,A,0.9383,19.4,-4.8,0.5194,2425
-989,9,2,T,1.0592,-8.7,82.5,-0.3889,2426
-988,2,26,P,0.5567,61.3,-56.4,1.2372,2427
-988,8,22,P,0.7744,-61.8,165.0,-1.1224,2428
-987,1,16,A,0.9986,-77.4,-163.8,-0.8905,2429
-987,7,13,A,0.9539,78.8,-32.3,0.8592,2430
-986,1,6,T,1.0467,-33.7,-81.4,-0.1735,2431
-986,7,2,A,0.9464,30.4,-96.0,0.1115,2432
-986,12,26,T,1.038,6.4,35.9,0.5028,2433
-985,6,21,A,0.9724,-17.4,-128.6,-0.6495,2434
-985,12,16,P,0.5761,67.0,-155.9,1.2277,2435
-984,5,11,P,0.6278,70.1,84.2,1.203,2436
-984,6,9,P,0.3165,-67.7,109.3,-1.3689,2437
-983,4,30,T,1.079,37.2,-37.3,0.4466,2439
-983,10,24,A,0.9245,-28.4,30.9,-0.3478,2440
-982,4,20,T,1.0529,-8.9,88.2,-0.2985,2441
-982,10,13,A,0.9692,15.6,-4.0,0.3566,2442
-981,4,10,P,0.8002,-71.6,-15.7,-1.1028,2443
-981,10,3,P,0.9486,71.8,-79.7,1.0273,2444
-980,2,28,An,0.9221,66.3,41.7,0.9904,2445
-980,8,23,T,1.0458,-53.4,75.9,-0.9406,2446
-979,2,16,A,0.9509,-0.9,70.7,0.2559,2447
-979,8,13,H3,1.0168,4.5,-119.8,-0.2387,2448
-978,2,5,A,0.9982,-46.9,-17.0,-0.4783,2449
-978,8,2,A,0.9636,52.6,127.3,0.5291,2450
-978,12,27,P,0.0629,65.4,-57.6,1.5018,2451
-977,1,26,P,0.7275,-68.2,-57.3,-1.1492,2452
-977,7,22,P,0.4606,67.4,-88.3,1.2935,2453
-977,12,17,T,1.0195,36.3,65.8,0.868,2454
-976,6,11,A,0.9854,-27.6,-76.0,-0.7775,2455
-976,12,6,A,0.9742,-10.7,-114.6,0.1981,2456
-975,5,31,T,1.048,21.8,107.6,0.0261,2457
-975,11,25,A,0.9252,-47.5,165.3,-0.5096,2458
-974,5,21,T,1.0744,61.3,-171.1,0.768,2459
-974,11,14,P,0.6387,-61.8,71.3,-1.1868,2460
-973,4,11,P,0.9324,-60.7,173.4,-1.039,2461
-973,5,10,Pb,0.0379,61.8,-150.2,1.5114,2462
-973,10,4,P,0.8496,60.7,122.0,1.0741,2463
-972,3,30,A,0.9787,-15.3,-46.9,-0.3046,2464
-972,9,23,T,1.0406,20.7,-143.5,0.3335,2465
-971,3,20,A,0.9408,19.6,-108.6,0.457,2466
-971,9,12,T,1.0554,-10.8,-43.7,-0.3588,2467
-970,3,9,P,0.6518,60.9,-172.7,1.1818,2468
-970,9,2,P,0.8356,-61.3,35.5,-1.0884,2469
-969,1,27,H,1.0037,-73.5,77.3,-0.9078,2470
-969,7,24,A,0.947,76.7,-91.5,0.9306,2471
-968,1,17,T,1.0503,-33.2,150.5,-0.1871,2472
-968,7,12,A,0.9447,34.5,167.1,0.1901,2473
-967,1,6,T,1.0385,5.8,-96.8,0.4952,2474
-967,7,1,A,0.9748,-10.9,127.1,-0.5693,2475
-967,12,26,P,0.5777,65.9,64.5,1.2267,2476
-966,5,22,P,0.4947,69.3,-38.7,1.2729,2477
-966,6,20,P,0.4598,-66.7,-10.5,-1.2918,2478
-966,11,16,P,0.9002,-69.9,116.4,-1.0288,2479
-965,5,12,T,1.0789,45.6,-152.1,0.5194,2480
-965,11,5,A,0.9246,-33.0,-90.6,-0.3539,2481
-964,4,30,T,1.0517,-1.0,-25.7,-0.2274,2482
-964,10,24,A,0.9704,10.9,-131.2,0.3481,2483
-963,4,20,P,0.9224,-71.3,-135.4,-1.0344,2484
-963,10,13,P,0.9726,71.7,136.2,1.0144,2485
-962,3,10,P,0.8764,71.4,-90.2,1.0474,2486
-962,9,3,T,1.0387,-62.4,-61.4,-0.9762,2487
-961,2,27,A,0.9562,5.2,-42.0,0.3008,2488
-961,8,24,H,1.01,-1.2,121.7,-0.2836,2489
-960,2,17,H,1.005,-41.2,-136.0,-0.444,2490
-960,8,12,A,0.9584,46.0,20.5,0.4738,2491
-959,1,7,P,0.0461,66.4,159.7,1.5101,2492
-959,2,5,P,0.7773,-69.2,164.2,-1.1234,2493
-959,8,1,P,0.5739,68.4,158.5,1.2266,2494
-959,12,28,T,1.0187,37.1,-70.1,0.8746,2495
-958,6,22,A,0.9859,-34.6,178.7,-0.8536,2496
-958,12,17,A,0.9723,-11.8,117.6,0.2014,2497
-957,6,11,T,1.0506,19.6,-0.8,-0.0498,2498
-957,12,6,A,0.924,-50.6,45.4,-0.507,2499
-956,5,31,T,1.0765,60.5,86.4,0.6932,2500
-956,11,24,P,0.6476,-62.5,-59.6,-1.1814,2501
-955,4,21,P,0.7966,-60.9,53.8,-1.1115,2502
-955,5,21,P,0.1701,62.4,89.6,1.4428,2503
-955,10,15,P,0.8345,60.8,-13.1,1.0828,2504
-954,4,11,A,0.9774,-15.0,-151.2,-0.3777,2505
-954,10,4,T,1.0398,17.1,87.0,0.3499,2506
-953,3,31,A,0.943,19.9,150.4,0.3868,2507
-953,9,24,T,1.0518,-13.6,-171.8,-0.3353,2508
-952,3,19,P,0.7602,60.6,73.0,1.1192,2509
-952,9,12,P,0.8832,-60.9,-95.8,-1.0613,2510
-951,2,7,T,1.0088,-69.9,-40.5,-0.9323,2511
-951,8,3,An,0.9374,64.7,-155.6,0.9965,2512
-950,1,27,T,1.0541,-32.2,24.0,-0.2071,2513
-950,7,23,A,0.9427,37.2,69.2,0.2631,2514
-949,1,17,T,1.0393,5.6,132.3,0.4822,2515
-949,7,12,A,0.9765,-5.8,21.6,-0.4944,2516
-948,1,6,P,0.585,64.9,-73.3,1.2226,2517
-948,6,1,P,0.3608,68.4,-161.2,1.3428,2518
-948,7,1,P,0.5994,-65.7,-130.9,-1.217,2519
-948,11,26,P,0.894,-68.9,-18.3,-1.0323,2520
-947,5,22,T,1.078,54.0,94.4,0.594,2521
-947,11,15,A,0.9253,-37.0,147.5,-0.3565,2522
-946,5,12,T,1.0497,6.7,-138.1,-0.1532,2523
-946,11,4,A,0.972,6.7,100.3,0.3438,2524
-945,5,1,A,0.9812,-59.3,82.9,-0.9628,2525
-945,10,24,P,0.9903,71.3,-8.9,1.0049,2526
-944,3,21,P,0.7726,71.8,152.3,1.1093,2527
-944,9,14,P,0.9987,-71.4,138.9,-1.0056,2528
-943,3,10,A,0.9616,12.0,-153.4,0.3529,2529
-943,9,3,H,1.0033,-7.0,1.2,-0.3218,2530
-942,2,27,H,1.0118,-34.7,105.6,-0.4016,2531
-942,8,24,A,0.9533,39.5,-89.6,0.4261,2532
-941,1,18,Pe,0.0165,67.5,18.5,1.525,2533
-941,2,17,P,0.8423,-70.1,27.5,-1.0898,2534
-941,8,13,P,0.6727,69.4,41.9,1.1678,2535
-940,1,8,T,1.0181,39.2,155.4,0.886,2536
-940,7,2,A,0.9853,-44.1,70.9,-0.9259,2537
-940,12,27,A,0.9709,-11.9,-8.9,0.208,2538
-939,6,22,Tm,1.0523,16.5,-110.3,-0.124,2539
-939,12,16,A,0.9237,-52.7,-72.5,-0.5023,2540
-938,6,11,T,1.0773,58.7,-16.9,0.6183,2541
-938,12,5,P,0.6555,-63.4,168.9,-1.1767,2542
-937,5,3,P,0.6532,-61.3,-64.4,-1.1882,2543
-937,6,1,P,0.3043,63.1,-30.2,1.3729,2544
-937,10,26,P,0.8276,61.1,-149.9,1.0869,2545
-936,4,21,A,0.9757,-15.5,106.1,-0.4554,2546
-936,10,14,T,1.0391,13.4,-44.5,0.3609,2547
-935,4,10,A,0.9451,20.1,51.9,0.31,2548
-935,10,4,T,1.0481,-17.1,58.2,-0.318,2549
-934,3,30,P,0.88,60.5,-39.7,1.0506,2550
-934,9,24,P,0.9188,-60.7,131.4,-1.0405,2551
-933,2,18,T,1.0132,-66.6,-154.5,-0.9632,2552
-933,8,14,P,0.8678,62.1,91.8,1.055,2553
-932,2,8,T,1.0579,-30.6,-101.1,-0.233,2554
-932,8,2,A,0.9405,38.7,-30.2,0.3301,2555
-931,1,27,T,1.0404,5.9,3.2,0.4636,2556
-931,7,22,A,0.9778,-2.1,-85.4,-0.4248,2557
-930,1,17,P,0.6049,63.9,151.6,1.2115,2558
-930,6,13,P,0.2293,67.4,76.2,1.4113,2559
-930,7,12,P,0.7302,-64.7,107.3,-1.1471,2560
-930,12,7,P,0.8855,-67.8,-151.7,-1.0375,2561
-929,6,2,T,1.076,62.4,-17.4,0.6682,2562
-929,11,26,A,0.9268,-40.5,26.3,-0.359,2563
-928,5,22,Tm,1.047,14.0,110.9,-0.0771,2564
-928,11,14,A,0.9742,3.2,-29.2,0.3422,2565
-927,5,11,A,0.982,-45.6,-33.9,-0.8855,2566
-927,11,4,P,0.999,70.6,-155.2,1.0005,2567
-926,4,1,P,0.6547,71.8,37.1,1.1791,2568
-926,9,25,P,0.9539,-71.7,-2.6,-1.0283,2569
-925,3,21,A,0.9668,19.6,96.7,0.4117,2570
-925,9,15,A,0.9968,-12.8,-121.5,-0.3526,2571
-924,3,9,T,1.0187,-27.7,-12.2,-0.3537,2572
-924,9,3,A,0.948,33.0,158.0,0.3843,2573
-923,2,27,P,0.9176,-70.8,-108.3,-1.0511,2574
-923,8,23,P,0.7604,70.2,-77.2,1.1154,2575
-922,1,18,T,1.0176,42.5,22.1,0.9024,2576
-922,7,13,As,0.9822,-61.1,-40.6,-0.9926,2577
-921,1,8,A,0.9699,-10.9,-133.9,0.2185,2578
-921,7,3,T,1.0534,12.8,138.1,-0.1939,2579
-921,12,28,A,0.9238,-53.3,171.9,-0.4937,2580
-920,6,22,T,1.0772,56.1,-122.5,0.5464,2581
-920,12,16,P,0.6678,-64.3,37.7,-1.1695,2582
-919,5,13,P,0.5051,-61.8,178.5,-1.2677,2583
-919,6,11,P,0.4376,63.9,-150.2,1.3032,2584
-919,11,5,P,0.8275,61.5,71.9,1.0872,2585
-918,5,2,A,0.9733,-17.0,5.0,-0.5374,2586
-918,10,26,T,1.0389,9.7,-177.6,0.3675,2587
-917,4,21,A,0.9468,20.1,-44.8,0.2285,2588
-917,10,15,T,1.0447,-21.0,-73.4,-0.3072,2589
-916,4,9,A,0.9512,60.3,-126.6,0.9759,2590
-916,10,4,P,0.9422,-60.7,-3.3,-1.0263,2591
-915,8,25,P,0.779,61.5,-25.9,1.1062,2593
-914,2,18,T,1.0617,-28.9,135.8,-0.2669,2594
-914,8,14,A,0.9382,38.9,-132.3,0.3892,2595
-913,2,8,T,1.0416,6.5,-123.5,0.4384,2596
-913,8,3,A,0.9786,0.2,166.0,-0.3615,2597
