year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
814,9,17,P,0.8771,60.9,61.4,1.0612,6707
815,3,14,A,0.9684,-11.7,-133.7,-0.2128,6708
815,9,7,T,1.0522,20.3,142.1,0.3003,6709
816,3,3,A,0.9304,22.6,174.4,0.5262,6710
816,8,26,T,1.0647,-12.8,-125.7,-0.4132,6711
817,2,20,P,0.5794,61.2,120.6,1.2237,6712
817,7,18,Pe,0.1042,63.4,-53.8,1.488,6713
817,8,16,P,0.6921,-61.7,-47.8,-1.167,6714
818,1,10,A,0.9979,-75.1,43.4,-0.9382,6715
818,7,7,A,0.9561,70.2,105.9,0.7782,6716
818,12,31,T,1.0452,-36.3,99.3,-0.2339,6717
819,6,26,Am,0.9495,24.7,60.3,0.0201,6718
819,12,20,T,1.0332,2.2,-143.0,0.4377,6719
820,6,14,A,0.9759,-24.5,17.9,-0.7426,6720
820,12,9,P,0.6904,66.5,27.9,1.1629,6721
821,5,5,P,0.7903,69.7,-146.6,1.1177,6722
821,6,3,P,0.1561,-67.1,-119.9,-1.4545,6723
821,10,29,P,0.7929,-70.4,85.1,-1.0942,6724
822,4,25,T,1.075,35.8,104.2,0.3737,6725
822,10,18,A,0.9318,-34.4,-132.5,-0.4031,6726
823,4,14,T,1.0431,-9.9,-126.1,-0.3655,6727
823,10,8,A,0.9807,10.7,177.7,0.3201,6728
824,4,3,P,0.6928,-71.6,131.6,-1.1616,6729
824,9,26,P,0.9929,71.9,79.8,1.0062,6730
825,8,17,T,1.0515,-50.7,-134.1,-0.9071,6732
826,2,10,A,0.9487,2.8,-105.1,0.278,6733
826,8,7,T,1.018,5.0,33.1,-0.1869,6734
827,1,31,A,0.9983,-42.3,161.5,-0.4435,6735
827,7,27,A,0.9642,54.7,-69.8,0.5966,6736
828,1,20,P,0.8129,-69.1,109.3,-1.1035,6737
828,6,16,Pe,0.1273,-65.7,137.0,-1.487,6738
828,7,15,P,0.3348,68.4,64.0,1.3671,6739
828,12,10,T,1.0113,46.6,-110.0,0.9416,6740
829,6,5,A,0.9916,-19.2,66.2,-0.6791,6741
829,11,30,A,0.9685,-6.9,80.8,0.2757,6742
830,5,25,T,1.0508,28.4,-114.9,0.1178,6743
830,11,19,A,0.9245,-44.7,15.1,-0.4289,6744
831,5,15,T,1.0705,69.6,-50.4,0.8514,6745
831,11,8,P,0.7696,-62.4,-89.2,-1.1085,6746
832,4,4,T,1.012,-58.4,-56.1,-0.9888,6747
832,9,27,P,0.8238,60.9,-67.2,1.0908,6748
833,3,25,A,0.9683,-10.1,115.4,-0.2645,6749
833,9,17,T,1.0507,18.0,20.3,0.3394,6750
834,3,14,A,0.9331,23.9,65.8,0.4792,6751
834,9,7,T,1.0609,-14.2,113.6,-0.368,6752
835,3,3,P,0.6476,60.9,-0.7,1.1839,6753
835,8,27,P,0.7805,-61.3,-172.0,-1.1186,6754
836,1,22,H,1.0021,-71.2,-89.1,-0.9459,6755
836,7,17,A,0.9508,71.6,29.0,0.8599,6756
837,1,10,T,1.0473,-34.7,-30.7,-0.2405,6757
837,7,6,A,0.9491,28.5,-34.6,0.1066,6758
837,12,31,T,1.0323,2.5,83.7,0.4348,6759
838,6,25,A,0.9798,-17.4,-85.4,-0.6578,6760
838,12,20,P,0.6885,65.5,-111.2,1.1638,6761
839,5,16,P,0.6646,68.7,89.6,1.1841,6762
839,6,15,P,0.3023,-66.1,121.2,-1.3758,6763
839,11,10,P,0.7679,-69.5,-46.1,-1.1088,6764
840,5,5,T,1.0759,43.3,-11.0,0.4402,6765
840,10,29,A,0.9311,-39.4,109.3,-0.4208,6766
841,4,25,T,1.0429,-2.8,118.4,-0.3029,6767
841,10,18,A,0.9812,5.5,53.9,0.298,6768
842,4,14,P,0.795,-71.1,9.3,-1.1039,6769
842,10,7,T,1.0229,65.2,-84.3,0.9787,6770
843,3,5,P,0.8856,71.9,80.9,1.0404,6771
843,8,29,T,1.0442,-60.8,94.1,-0.9582,6772
844,2,22,A,0.9538,8.3,137.0,0.3065,6773
844,8,17,H,1.0117,-1.8,-80.5,-0.2475,6774
845,2,10,H,1.0041,-37.2,37.6,-0.4232,6775
845,8,7,A,0.9602,46.6,-173.5,0.5268,6776
846,1,31,P,0.8414,-70.0,-32.9,-1.0889,6777
846,7,27,P,0.4684,69.3,-46.2,1.2888,6778
846,12,22,T,1.009,48.0,112.8,0.9462,6779
847,6,16,A,0.9937,-25.5,-39.1,-0.757,6780
847,12,11,A,0.9654,-7.4,-46.0,0.2806,6781
848,6,5,T,1.0545,25.6,137.0,0.0424,6782
848,11,29,A,0.9224,-46.7,-102.8,-0.4215,6783
849,5,25,T,1.0738,69.0,-145.3,0.7794,6784
849,11,18,P,0.7898,-63.2,141.5,-1.0962,6785
850,4,16,P,0.9045,-61.4,-164.2,-1.0515,6786
850,5,15,Pb,0.0066,63.2,-138.7,1.5295,6787
850,10,9,P,0.7832,61.2,161.7,1.1133,6788
851,4,5,A,0.968,-9.3,7.6,-0.3251,6789
851,9,28,T,1.0492,15.4,-104.4,0.3705,6790
852,3,24,A,0.9359,25.1,-39.7,0.4238,6791
852,9,17,T,1.0569,-16.3,-9.0,-0.3291,6792
853,3,13,P,0.729,60.8,-120.0,1.1368,6793
853,9,7,P,0.8578,-61.0,62.3,-1.0755,6794
854,2,1,T,1.0065,-67.8,142.0,-0.9582,6795
854,7,28,A,0.9444,70.2,-43.9,0.9386,6796
855,1,22,T,1.0499,-32.5,-160.3,-0.2502,6797
855,7,17,A,0.9484,31.2,-130.0,0.1899,6798
856,1,11,T,1.0318,3.4,-48.7,0.4296,6799
856,7,6,A,0.9831,-12.0,171.0,-0.5758,6800
856,12,31,P,0.6875,64.5,110.5,1.1642,6801
857,5,27,P,0.5338,67.8,-33.1,1.2525,6802
857,6,25,P,0.4494,-65.1,2.5,-1.2972,6803
857,11,20,P,0.7502,-68.4,-177.9,-1.1192,6804
858,5,16,T,1.076,50.7,-124.0,0.5102,6805
858,11,9,A,0.9309,-43.7,-9.3,-0.4334,6806
859,5,6,T,1.042,4.2,4.7,-0.2362,6807
859,10,29,A,0.9821,1.0,-71.5,0.2818,6808
860,4,24,P,0.9057,-70.5,-110.7,-1.0414,6809
860,10,18,T,1.0241,58.5,134.0,0.9565,6810
861,3,15,P,0.8079,72.1,-41.5,1.0873,6811
862,3,4,A,0.9591,14.5,21.2,0.3434,6813
862,8,29,H,1.0051,-8.7,163.9,-0.3013,6814
863,2,21,H,1.0103,-31.3,-85.3,-0.3954,6815
863,8,18,A,0.9558,38.8,80.3,0.4631,6816
864,2,11,P,0.8814,-70.8,-173.9,-1.0684,6817
864,8,6,P,0.5928,70.2,-158.6,1.2155,6818
865,1,1,T,1.0073,50.1,-24.4,0.9518,6819
865,6,26,A,0.9949,-33.5,-145.7,-0.8348,6820
865,12,22,A,0.9629,-7.1,-173.0,0.284,6821
866,6,16,T,1.0574,21.8,28.4,-0.0341,6822
866,12,11,A,0.921,-47.9,139.5,-0.4163,6823
867,6,6,T,1.076,66.6,117.5,0.7058,6824
867,11,30,P,0.8035,-64.1,10.7,-1.088,6825
868,4,26,P,0.7799,-61.9,75.3,-1.1188,6826
868,5,25,P,0.1327,64.0,100.9,1.4636,6827
868,10,19,P,0.7528,61.6,28.6,1.1302,6828
869,4,15,A,0.9674,-9.3,-98.4,-0.3909,6829
869,10,9,T,1.0475,12.8,128.8,0.396,6830
870,4,4,A,0.9388,26.0,-142.3,0.3608,6831
870,9,28,T,1.0527,-19.0,-133.4,-0.2968,6832
871,3,24,P,0.8227,60.8,122.4,1.0832,6833
871,9,18,P,0.9224,-60.9,-64.9,-1.0389,6834
872,2,12,T,1.0105,-64.9,18.6,-0.9765,6835
873,2,1,T,1.0527,-29.9,71.2,-0.2652,6837
873,7,28,A,0.9473,32.8,133.6,0.2692,6838
874,1,22,T,1.0318,4.8,-179.8,0.4203,6839
874,7,17,A,0.9856,-8.0,66.7,-0.497,6840
875,1,11,P,0.6941,63.6,-25.9,1.1603,6841
875,6,7,P,0.4002,66.8,-155.1,1.3221,6842
875,7,6,P,0.5929,-64.2,-117.0,-1.221,6843
875,12,1,P,0.737,-67.3,50.1,-1.127,6844
876,5,27,T,1.0753,57.9,125.9,0.583,6845
876,11,19,A,0.9313,-47.1,-128.2,-0.4415,6846
877,5,16,T,1.0406,10.9,-106.7,-0.1645,6847
877,11,9,A,0.9832,-2.7,161.5,0.2715,6848
878,5,6,A,0.9711,-57.7,120.3,-0.9715,6849
878,10,29,T,1.0246,53.5,-3.7,0.9411,6850
879,3,26,P,0.7181,72.0,-161.7,1.1411,6851
879,9,19,P,0.9299,-72.0,153.5,-1.0419,6852
880,3,14,A,0.9645,21.2,-93.5,0.3857,6853
880,9,8,A,0.9985,-15.6,46.8,-0.3493,6854
881,3,4,H2,1.0167,-25.1,152.4,-0.3624,6855
881,8,28,A,0.9512,31.1,-27.7,0.4042,6856
882,2,21,P,0.9309,-71.4,46.0,-1.0431,6857
882,8,17,P,0.7066,71.0,86.3,1.1482,6858
883,1,12,T,1.0057,53.3,-160.9,0.9609,6859
883,7,8,A,0.9951,-43.3,104.5,-0.908,6860
884,1,2,A,0.961,-5.8,60.9,0.2896,6861
884,6,26,Tm,1.0596,17.2,-81.6,-0.1087,6862
884,12,21,A,0.9202,-47.9,22.5,-0.4102,6863
885,6,16,T,1.0772,62.6,16.4,0.632,6864
885,12,10,P,0.8164,-65.2,-120.9,-1.0804,6865
886,5,7,P,0.6435,-62.6,-43.1,-1.1926,6866
886,6,6,P,0.2647,64.8,-18.7,1.3944,6867
886,10,30,P,0.7338,62.1,-106.8,1.1408,6868
887,4,27,A,0.9664,-10.4,157.9,-0.4641,6869
887,10,20,T,1.0461,10.2,-0.2,0.4151,6870
888,4,15,A,0.9414,26.5,117.7,0.291,6871
888,10,9,T,1.0484,-22.1,100.4,-0.2715,6872
889,4,4,P,0.9306,61.0,6.9,1.0218,6873
889,9,28,P,0.9748,-61.0,166.1,-1.0086,6874
890,8,19,P,0.8268,61.4,139.8,1.0789,6876
891,2,12,T,1.0557,-27.0,-56.2,-0.2857,6877
891,8,8,A,0.9458,33.4,35.3,0.3427,6878
892,2,2,T,1.032,6.6,50.3,0.4071,6879
892,7,27,A,0.9877,-5.2,-38.6,-0.4218,6880
893,1,21,P,0.7054,62.8,-161.0,1.1538,6881
893,6,17,P,0.2658,65.8,83.2,1.3917,6882
893,7,17,P,0.7327,-63.4,122.8,-1.1469,6883
893,12,12,P,0.7264,-66.2,-81.6,-1.1334,6884
894,6,7,T,1.0736,64.6,19.5,0.6575,6885
894,12,1,A,0.9324,-49.4,113.1,-0.447,6886
895,5,28,Tm,1.0383,17.0,143.3,-0.0909,6887
895,11,20,A,0.9849,-5.6,33.8,0.2637,6888
896,5,16,A,0.9727,-43.7,6.4,-0.8986,6889
896,11,8,T,1.0251,49.5,-140.8,0.9297,6890
897,4,5,P,0.6157,71.6,80.6,1.2019,6891
897,9,30,P,0.8672,-71.9,15.5,-1.0742,6892
898,3,26,A,0.97,28.5,153.7,0.4361,6893
898,9,19,A,0.9919,-22.2,-72.4,-0.3894,6894
899,3,15,T,1.0232,-18.3,31.7,-0.3212,6895
899,9,8,A,0.9465,23.8,-138.2,0.3536,6896
900,3,4,P,0.9933,-71.8,-92.6,-1.0112,6897
900,8,27,P,0.8104,71.6,-31.2,1.0865,6898
901,1,23,T,1.0042,57.8,62.0,0.9731,6899
901,7,18,A,0.9934,-58.0,-10.5,-0.9786,6900
902,1,12,A,0.9597,-3.6,-64.5,0.2978,6901
902,7,8,T,1.0609,11.7,167.1,-0.1825,6902
903,1,1,A,0.9202,-46.6,-94.4,-0.4032,6903
903,6,27,T,1.0773,57.4,-88.8,0.5585,6904
903,12,21,P,0.8293,-66.2,106.9,-1.073,6905
904,5,18,P,0.5031,-63.3,-160.7,-1.2687,6906
904,6,16,P,0.3964,65.8,-138.4,1.3251,6907
904,11,10,P,0.7227,62.8,116.0,1.1471,6908
905,5,7,A,0.9649,-12.8,55.8,-0.5422,6909
905,10,30,T,1.0449,7.8,-131.0,0.4293,6910
906,4,26,A,0.944,26.4,19.6,0.2158,6911
906,10,20,T,1.0444,-25.3,-27.1,-0.2518,6912
907,4,15,A,0.955,63.9,-70.9,0.9549,6913
907,10,10,A,0.9869,-62.7,54.1,-0.9851,6914
908,3,5,P,0.9465,-61.0,139.9,-1.031,6915
908,8,29,P,0.7214,61.0,25.9,1.1402,6916
909,2,23,T,1.0587,-24.2,177.8,-0.3127,6917
909,8,18,A,0.9442,33.1,-65.4,0.41,6918
910,2,12,T,1.0325,8.6,-77.1,0.3867,6919
910,8,7,A,0.9891,-3.8,-145.8,-0.3526,6920
911,2,2,P,0.7279,62.1,66.3,1.141,6921
911,6,29,P,0.134,64.9,-38.6,1.4599,6922
911,7,28,P,0.864,-62.6,1.2,-1.0774,6923
911,12,23,P,0.7146,-65.2,147.4,-1.1406,6924
912,6,17,T,1.0708,70.4,-81.2,0.7322,6925
912,12,11,A,0.9341,-50.4,-5.7,-0.4504,6926
913,6,7,T,1.0354,22.6,35.5,-0.0134,6927
913,11,30,A,0.987,-7.6,-95.2,0.2602,6928
914,5,27,A,0.9728,-33.2,-100.7,-0.8205,6929
914,11,20,T,1.0258,46.5,81.8,0.9225,6930
915,4,17,P,0.5029,71.0,-34.9,1.2684,6931
915,10,11,P,0.8174,-71.5,-124.3,-1.0999,6932
916,4,5,A,0.9753,36.1,42.2,0.4911,6933
916,9,30,A,0.9855,-28.7,167.5,-0.4242,6934
917,3,25,T,1.0296,-11.4,-87.9,-0.2749,6935
917,9,19,A,0.9419,16.9,109.6,0.3089,6936
918,3,15,T,1.0489,-68.4,94.4,-0.973,6937
918,9,8,P,0.9012,72.0,-151.7,1.0322,6938
919,2,3,T,1.002,65.2,-78.9,0.9909,6939
919,7,29,P,0.9112,-69.6,-136.8,-1.0437,6940
920,1,24,A,0.9587,-0.3,171.6,0.3115,6941
920,7,18,T,1.0615,5.8,53.7,-0.2519,6942
921,1,12,A,0.9207,-44.0,149.1,-0.3925,6943
921,7,8,T,1.0765,51.4,162.7,0.4862,6944
922,1,1,P,0.8447,-67.3,-25.5,-1.0642,6945
922,5,29,P,0.357,-64.2,83.0,-1.3483,6946
922,6,27,P,0.5277,66.7,101.8,1.2555,6947
922,11,21,P,0.7185,63.6,-22.7,1.1496,6948
923,5,18,A,0.9629,-16.6,-44.9,-0.6247,6949
923,11,11,T,1.044,5.8,96.5,0.4377,6950
924,5,6,A,0.9462,25.4,-76.7,0.1351,6951
924,10,30,T,1.0405,-28.5,-155.9,-0.2378,6952
925,4,25,A,0.9628,64.2,-156.5,0.8822,6953
925,10,20,A,0.9827,-64.9,-67.0,-0.9677,6954
926,3,16,P,0.8785,-60.9,10.8,-1.0686,6955
926,9,10,P,0.6293,60.8,-89.9,1.1941,6956
927,3,6,T,1.0617,-21.6,53.4,-0.3456,6957
927,8,30,A,0.9425,32.2,-168.8,0.4706,6958
928,2,24,T,1.0331,10.9,157.3,0.3615,6959
928,8,18,A,0.9902,-3.5,105.1,-0.2893,6960
929,2,12,P,0.759,61.5,-64.5,1.1233,6961
929,7,9,Pe,0.0049,64.0,-160.7,1.5267,6962
929,8,7,P,0.988,-62.0,-121.6,-1.0118,6963
930,1,2,P,0.701,-64.2,17.3,-1.149,6964
930,6,29,T,1.0671,74.4,-173.2,0.8061,6965
930,12,22,A,0.9364,-50.3,-124.2,-0.455,6966
931,6,18,T,1.0318,27.3,-71.4,0.0633,6967
931,12,12,A,0.9896,-8.7,135.7,0.2568,6968
932,6,7,A,0.9719,-24.7,154.8,-0.7406,6969
932,11,30,T,1.0267,44.3,-55.9,0.9174,6970
933,4,27,P,0.3803,70.3,-148.1,1.3402,6971
933,5,27,Pb,0.063,-67.7,132.3,-1.5258,6972
933,10,21,P,0.7793,-70.8,94.8,-1.1197,6973
934,4,16,A,0.9804,44.2,-67.2,0.5538,6974
934,10,11,A,0.9794,-34.6,45.8,-0.451,6975
935,4,6,T,1.0358,-4.3,154.4,-0.2215,6976
935,9,30,A,0.9375,10.5,-4.5,0.2716,6977
936,3,25,T,1.0555,-59.4,-48.5,-0.9284,6978
936,9,18,An,0.9215,70.1,58.4,0.9851,6979
937,2,14,P,0.9686,71.1,132.6,1.0142,6980
937,8,9,P,0.8013,-70.4,101.0,-1.1044,6981
938,2,3,A,0.9583,3.8,48.9,0.3294,6982
938,7,29,T,1.0614,-0.5,-61.5,-0.3177,6983
939,1,23,A,0.9219,-40.3,32.8,-0.3778,6984
939,7,19,T,1.0748,44.9,51.1,0.4172,6985
940,1,12,P,0.8631,-68.4,-158.0,-1.0538,6986
940,6,8,P,0.2096,-65.1,-32.9,-1.4291,6987
940,7,8,P,0.6564,67.7,-18.5,1.1868,6988
940,12,2,P,0.7185,64.5,-162.7,1.1498,6989
941,5,28,A,0.9603,-21.9,-145.2,-0.7096,6990
941,11,21,T,1.0436,4.2,-36.9,0.4437,6991
942,5,17,A,0.9481,23.4,-172.0,0.0504,6992
942,11,11,T,1.037,-31.4,74.6,-0.2281,6993
943,5,7,A,0.9693,64.0,114.2,0.8059,6994
943,10,31,A,0.9783,-67.8,166.7,-0.9548,6995
944,3,27,P,0.7986,-61.0,-116.6,-1.112,6996
944,4,25,Pb,0.0666,62.0,-97.1,1.5044,6997
944,9,20,P,0.5505,60.8,152.2,1.2406,6998
945,3,16,T,1.0644,-19.4,-69.0,-0.3861,6999
945,9,9,A,0.9407,30.8,84.6,0.5232,7000
946,3,6,T,1.0338,13.1,34.4,0.3283,7001
946,8,29,A,0.9909,-4.3,-6.6,-0.2337,7002
947,2,23,P,0.8049,61.2,167.6,1.0972,7003
947,8,19,T,1.0357,-51.3,139.1,-0.9527,7004
948,1,14,P,0.6824,-63.3,-111.6,-1.1604,7005
948,7,9,T,1.0621,75.4,104.3,0.8793,7006
949,1,2,A,0.9394,-49.1,116.8,-0.4598,7007
949,6,29,T,1.0274,31.3,-176.8,0.1417,7008
949,12,22,A,0.9929,-8.9,6.2,0.2543,7009
950,6,18,A,0.9703,-17.5,52.5,-0.658,7010
950,12,12,T,1.0281,42.9,166.1,0.9143,7011
951,5,8,P,0.2514,69.4,100.4,1.4152,7012
951,6,7,P,0.2073,-66.7,25.1,-1.4414,7013
951,11,2,P,0.7496,-70.0,-46.8,-1.1351,7014
952,4,26,A,0.9851,52.5,-175.4,0.6195,7015
952,10,21,A,0.9736,-40.2,-76.4,-0.4727,7016
953,4,16,T,1.0418,2.8,38.1,-0.1628,7017
953,10,10,A,0.9333,4.6,-120.1,0.2407,7018
954,4,6,T,1.0611,-50.3,-178.9,-0.8778,7019
954,9,29,A,0.922,61.4,-80.1,0.9454,7020
955,2,25,P,0.9127,71.7,-4.3,1.0447,7021
955,8,20,P,0.7047,-71.1,-24.3,-1.1576,7022
956,2,14,A,0.958,8.8,-71.8,0.354,7023
956,8,9,T,1.0607,-7.2,-178.7,-0.3787,7024
957,2,2,A,0.9236,-35.6,-82.9,-0.3573,7025
957,7,29,T,1.0723,38.0,-63.0,0.3518,7026
958,1,22,P,0.8911,-69.5,70.3,-1.038,7027
958,6,19,Pe,0.0612,-66.1,-148.3,-1.511,7028
958,7,19,P,0.7797,68.7,-139.8,1.1204,7029
958,12,13,P,0.7206,65.5,56.4,1.1488,7030
959,6,9,A,0.9569,-29.1,114.7,-0.7965,7031
959,12,3,T,1.0435,3.3,-171.0,0.4473,7032
960,5,28,Am,0.9497,20.3,93.1,-0.0369,7033
960,11,21,T,1.0338,-33.8,-55.6,-0.2228,7034
961,5,17,A,0.9753,62.8,25.1,0.7245,7035
961,11,11,A,0.9739,-71.3,35.8,-0.9475,7036
962,4,7,P,0.7065,-61.3,117.6,-1.1615,7037
962,5,6,P,0.1965,62.6,143.6,1.4334,7038
962,10,1,P,0.4853,60.9,32.1,1.2793,7039
963,3,28,T,1.0668,-17.8,170.3,-0.4324,7040
963,9,20,A,0.9391,29.1,-25.3,0.5678,7041
964,3,16,T,1.0344,15.3,-86.3,0.2895,7042
964,9,8,A,0.9914,-5.8,-120.3,-0.1838,7043
965,3,6,P,0.8607,60.9,41.8,1.0655,7044
965,8,29,T,1.0377,-47.1,24.8,-0.899,7045
966,1,24,P,0.6559,-62.5,121.3,-1.1766,7046
966,7,20,T,1.0556,72.4,23.0,0.9492,7047
967,1,13,A,0.943,-47.0,-1.9,-0.4687,7048
967,7,10,T,1.0225,34.1,78.0,0.2173,7049
968,1,2,A,0.9967,-8.4,-122.7,0.249,7050
968,6,28,A,0.968,-11.7,-49.0,-0.5764,7051
968,12,22,T,1.03,41.8,28.3,0.9105,7052
969,5,19,Pe,0.1145,68.4,-9.1,1.4945,7053
969,6,17,P,0.3558,-65.7,-81.0,-1.3547,7054
969,11,12,P,0.7291,-69.1,170.8,-1.1457,7055
970,5,8,A,0.9892,61.3,78.3,0.6907,7056
970,11,2,A,0.9684,-45.1,161.0,-0.4883,7057
971,4,27,T,1.0473,9.9,-76.5,-0.0983,7058
971,10,22,A,0.9295,-0.6,122.4,0.2171,7059
972,4,16,T,1.066,-41.4,56.2,-0.8213,7060
972,10,10,A,0.9216,54.0,155.2,0.9127,7061
973,3,7,P,0.8457,72.0,-139.5,1.0813,7062
973,8,30,P,0.6191,-71.6,-152.2,-1.2046,7063
974,2,25,A,0.958,14.6,169.4,0.3857,7064
974,8,20,T,1.0594,-13.9,61.9,-0.4339,7065
975,2,14,A,0.9258,-30.2,162.2,-0.3314,7066
975,8,10,T,1.0692,31.0,-179.2,0.2907,7067
976,7,29,P,0.8957,69.6,97.6,1.0571,7069
976,12,23,P,0.7224,66.6,-85.0,1.1481,7070
977,6,19,A,0.9526,-38.8,14.2,-0.8844,7071
977,12,13,T,1.0439,3.0,54.5,0.4499,7072
978,6,8,A,0.9507,16.3,-2.2,-0.1248,7073
978,12,3,T,1.0311,-35.4,174.5,-0.2191,7074
979,5,28,A,0.9806,60.5,-65.9,0.6424,7075
979,11,22,A,0.9699,-75.0,-98.4,-0.9439,7076
980,4,17,P,0.6033,-61.7,-6.8,-1.2162,7077
980,5,17,P,0.3338,63.3,24.8,1.3592,7078
980,10,11,P,0.4317,61.2,-90.0,1.3115,7079
981,4,7,T,1.0687,-17.1,51.7,-0.4857,7080
981,9,30,A,0.9376,27.4,-138.5,0.6044,7081
982,3,28,T,1.0347,17.2,156.3,0.2418,7082
982,9,20,A,0.9916,-8.0,122.9,-0.1426,7083
983,3,17,P,0.9317,60.9,-81.1,1.0251,7084
983,9,9,T,1.0386,-45.7,-93.8,-0.8518,7085
984,2,4,P,0.621,-61.8,-3.9,-1.1979,7086
984,7,31,P,0.9871,62.4,-58.3,1.0161,7087
984,8,29,Pb,0.0085,-61.3,-18.5,-1.5263,7088
985,1,23,A,0.9472,-44.3,-120.8,-0.4805,7089
985,7,20,T,1.017,35.9,-26.6,0.2923,7090
986,1,13,H,1.0011,-7.2,108.7,0.2422,7091
986,7,9,A,0.9651,-7.0,-149.8,-0.4952,7092
987,1,2,T,1.0323,41.2,-108.9,0.9056,7093
987,6,28,P,0.5024,-64.8,172.8,-1.269,7094
987,11,23,P,0.7145,-68.0,28.3,-1.1533,7095
988,5,18,A,0.9929,70.2,-26.0,0.7637,7096
988,11,12,A,0.9636,-49.2,38.8,-0.4999,7097
989,5,8,T,1.0523,16.8,170.3,-0.0304,7098
989,11,1,A,0.9261,-5.1,3.9,0.1989,7099
990,4,27,T,1.07,-33.0,-65.2,-0.7599,7100
990,10,21,A,0.9211,47.9,32.3,0.887,7101
991,3,19,P,0.7658,72.0,87.6,1.1249,7102
991,4,17,Pb,0.0624,-70.8,87.9,-1.5013,7103
991,9,11,P,0.5462,-71.8,77.3,-1.2447,7104
991,10,10,Pb,0.0321,71.5,28.4,1.537,7105
992,3,7,A,0.958,21.0,52.9,0.4248,7106
992,8,30,T,1.0577,-20.7,-59.7,-0.4826,7107
993,2,24,A,0.9283,-24.0,49.0,-0.2971,7108
993,8,20,T,1.0654,24.0,62.4,0.235,7109
994,2,13,As,0.9303,-74.3,151.1,-0.9912,7110
995,1,4,P,0.7206,67.7,133.6,1.1496,7112
995,6,30,A,0.9465,-53.9,-88.3,-0.9708,7113
995,12,24,T,1.0448,3.6,-80.1,0.4518,7114
996,6,18,A,0.9514,11.3,-97.9,-0.2142,7115
996,12,13,T,1.0289,-36.2,44.3,-0.2176,7116
997,6,7,A,0.9853,56.8,-158.6,0.558,7117
997,12,2,A,0.9663,-78.7,123.3,-0.9429,7118
998,4,29,P,0.4887,-62.2,-129.9,-1.2763,7119
998,5,28,P,0.4782,64.2,-93.7,1.282,7120
998,10,23,P,0.3902,61.6,145.7,1.3365,7121
999,4,18,T,1.07,-17.3,-65.7,-0.5439,7122
999,10,12,A,0.9364,25.7,105.8,0.6349,7123
1000,4,7,T,1.0348,18.7,40.8,0.1892,7124
1000,9,30,A,0.9919,-10.6,4.1,-0.1075,7125
1001,3,27,A,0.9637,61.1,-178.0,0.9775,7126
1001,9,20,T,1.0388,-46.1,144.9,-0.8111,7127
1002,2,15,P,0.5752,-61.3,-127.0,-1.2256,7128
1002,8,11,P,0.8675,61.8,177.3,1.0778,7129
1002,9,9,P,0.0911,-61.1,-148.4,-1.484,7130
1003,2,4,A,0.9517,-41.5,121.4,-0.499,7131
1003,7,31,H,1.011,36.6,-132.5,0.3621,7132
1004,1,24,H,1.006,-5.5,-18.9,0.2304,7133
1004,7,20,A,0.9618,-3.7,109.6,-0.4161,7134
1005,1,13,T,1.0352,40.7,115.1,0.8978,7135
1005,7,9,P,0.6481,-63.9,66.5,-1.1837,7136
1005,12,4,P,0.7037,-67.0,-114.2,-1.1589,7137
1006,5,29,A,0.9955,79.8,-124.9,0.8397,7138
1006,11,23,A,0.9596,-52.3,-83.0,-0.5074,7139
1007,5,19,Tm,1.0566,23.3,58.6,0.0409,7140
1007,11,12,A,0.9233,-8.8,-115.6,0.1855,7141
1008,5,8,T,1.0734,-25.1,175.9,-0.694,7142
1008,10,31,A,0.9207,43.0,-90.9,0.8676,7143
1009,3,29,P,0.6719,71.8,-42.7,1.1762,7144
1009,4,27,P,0.17,-70.1,-38.6,-1.4445,7145
1009,9,21,P,0.486,-71.9,-55.9,-1.2777,7146
1009,10,20,P,0.0753,70.9,-106.7,1.5123,7147
1010,3,18,A,0.9581,28.1,-61.4,0.4716,7148
1010,9,10,T,1.0557,-27.5,176.7,-0.5251,7149
1011,3,7,A,0.9311,-17.3,-62.7,-0.2559,7150
1011,8,31,T,1.0612,17.1,-58.0,0.1851,7151
1012,2,24,A,0.9376,-71.7,-11.9,-0.9593,7152
1012,8,20,T,1.0086,73.0,143.6,0.9437,7153
1013,1,14,P,0.7148,68.7,-7.9,1.1531,7154
1013,7,11,P,0.8698,-68.1,162.5,-1.0554,7155
1014,1,4,T,1.0462,5.0,146.0,0.4565,7156
1014,6,30,A,0.9515,5.5,165.0,-0.3013,7157
1014,12,24,T,1.0272,-35.9,-85.3,-0.2153,7158
1015,6,19,A,0.9894,52.0,105.3,0.4748,7159
1015,12,14,A,0.9633,-82.5,-19.5,-0.942,7160
1016,5,9,P,0.367,-62.9,107.8,-1.3396,7161
1016,6,7,P,0.6246,65.1,147.4,1.2042,7162
1016,11,2,P,0.3582,62.3,19.7,1.3559,7163
1017,4,29,T,1.0706,-18.7,178.9,-0.6087,7164
1017,10,22,A,0.9356,24.1,-13.1,0.6573,7165
1018,4,18,T,1.0344,19.5,-71.7,0.129,7166
1018,10,11,A,0.9923,-13.5,-117.3,-0.0806,7167
1019,4,8,A,0.9663,60.6,87.3,0.9222,7168
1019,10,1,T,1.0386,-47.8,20.9,-0.7781,7169
1020,2,26,P,0.519,-61.0,111.9,-1.2592,7170
